Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
271560,KR7271560005,오리온,KOSPI,,118900,2,-1900,-1.57,121500,121500,118400,38961,4654139550,4700846094800,39536132,STK
298040,KR7298040007,효성중공업,KOSPI,,478000,2,-500,-0.1,480000,481500,468500,21106,10017535750,4457133944000,9324548,STK
005940,KR7005940002,NH투자증권,KOSPI,,13440,1,60,0.45,13450,13500,13410,173513,2336832830,4401496498560,327492299,STK
000720,KR7000720003,현대건설,KOSPI,,38800,2,-550,-1.4,39350,39550,38700,180207,7024982325,4320603682000,111355765,STK
241560,KR7241560002,두산밥캣,KOSPI,,44625,2,-175,-0.39,45100,45100,44600,36956,1655764575,4277576900625,95856065,STK
034220,KR7034220004,LG디스플레이,KOSPI,,8150,2,-10,-0.12,8210,8240,8140,196559,1607553060,4075000000000,500000000,STK
016360,KR7016360000,삼성증권,KOSPI,,45450,1,550,1.22,45050,45750,45050,89750,4084992875,4058685000000,89300000,STK
009830,KR7009830001,한화솔루션,KOSPI,,23450,1,1200,5.39,22450,24150,22350,3554860,83838753650,4030879969200,171892536,STK
377300,KR7377300009,카카오페이,KOSPI,,29750,2,-200,-0.67,29750,30150,29650,60385,1805634425,4006733599750,134680121,STK
071050,KR7071050009,한국금융지주,KOSPI,,71500,1,600,0.85,71300,72000,71000,31350,2244862250,3984408428000,55725992,STK
006260,KR7006260004,LS,KOSPI,,120800,2,-1400,-1.15,121700,123600,119600,88727,10766456800,3889760000000,32200000,STK
028050,KR7028050003,삼성E&A,KOSPI,,19040,2,-260,-1.35,19250,19390,18980,263988,5050695470,3731840000000,196000000,STK
251270,KR7251270005,넷마블,KOSPI,,43200,2,-800,-1.82,43600,43950,43050,47928,2077041600,3713191286400,85953502,STK
011790,KR7011790003,SKC,KOSPI,,97500,2,-800,-0.81,97800,100400,97200,75601,7447941450,3692159055000,37868298,STK
022100,KR7022100002,포스코DX,KOSPI,,23900,2,-400,-1.65,24150,24300,23800,200504,4819637150,3633630023100,152034729,STK
450080,KR7450080007,에코프로머티,KOSPI,,51500,2,-200,-0.39,51800,52650,51000,125842,6528402750,3591536252000,69738568,STK
097950,KR7097950000,CJ제일제당,KOSPI,,238000,2,-1000,-0.42,239000,240000,237500,14310,3411333000,3582896268000,15054186,STK
036460,KR7036460004,한국가스공사,KOSPI,,37150,1,750,2.06,36600,37600,36400,307112,11426354150,3429427950000,92313000,STK
078930,KR7078930005,GS,KOSPI,,36850,2,-50,-0.14,36900,37000,36750,34563,1275305000,3423931679300,92915378,STK
175330,KR7175330000,JB금융지주,KOSPI,,17620,1,190,1.09,17500,17760,17470,121457,2145514990,3416658466640,193907972,STK
035250,KR7035250000,강원랜드,KOSPI,,15710,1,50,0.32,15690,15790,15620,127961,2011118120,3361005255000,213940500,STK
001040,KR7001040005,CJ,KOSPI,,114500,2,-6500,-5.37,116900,116900,111400,289343,32988198700,3340766271000,29176998,STK
011070,KR7011070000,LG이노텍,KOSPI,,140100,1,1100,0.79,139100,142200,138800,42384,5962627900,3315761690700,23667107,STK
000880,KR7000880005,한화,KOSPI,,43800,2,-300,-0.68,44600,44950,43600,109627,4825181675,3283192593000,74958735,STK
307950,KR7307950006,현대오토에버,KOSPI,,119200,2,-800,-0.67,120000,120700,119000,5584,668150000,3268938654400,27423982,STK
138930,KR7138930003,BNK금융지주,KOSPI,,10140,2,-10,-0.1,10170,10240,10100,189582,1929249225,3228408882660,318383519,STK
454910,KR7454910001,두산로보틱스,KOSPI,,49600,2,-350,-0.7,50100,50700,49550,83106,4157453025,3215071008000,64819980,STK
462870,KR7462870007,시프트업,KOSPI,,53100,2,-1300,-2.39,54300,54400,52800,45541,2430116150,3105538632000,58484720,STK
128940,KR7128940004,한미약품,KOSPI,,240000,1,500,0.21,240500,242000,237500,18726,4499803250,3074637840000,12810991,STK
011780,KR7011780004,금호석유화학,KOSPI,,115100,2,-600,-0.52,116900,117700,114700,17444,2013774400,3045498463700,26459587,STK
004020,KR7004020004,현대제철,KOSPI,,22700,2,-250,-1.09,23000,23000,22600,188226,4275434450,3029219319500,133445785,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,38600,2,-500,-1.28,39200,39350,38550,34607,1348948900,3024205509800,78347293,STK
039490,KR7039490008,키움증권,KOSPI,,120500,1,2200,1.86,119600,122700,119100,40167,4870994750,2949443073000,24476706,STK
036570,KR7036570000,엔씨소프트,KOSPI,,135400,2,-3100,-2.24,138500,138500,135400,38895,5318630900,2917060578800,21544022,STK
489790,KR7489790006,한화비전,KOSPI,,55800,2,-700,-1.24,55600,57600,55400,517153,29213149350,2817252162000,50488390,STK
017800,KR7017800004,현대엘리베이터,KOSPI,,69100,2,-300,-0.43,68900,71500,68200,106643,7424533150,2701283803500,39092385,STK
278470,KR7278470000,에이피알,KOSPI,,70800,2,-1200,-1.67,71900,72500,70000,157217,11144782150,2643782094000,37341555,STK
383220,KR7383220001,F&F,KOSPI,,68300,1,300,0.44,67600,68700,67300,24087,1644407550,2616373222500,38307075,STK
011170,KR7011170008,롯데케미칼,KOSPI,,59700,2,-700,-1.16,60800,61000,59600,32913,1979571050,2553692514300,42775419,STK
026960,KR7026960005,동서,KOSPI,,25250,2,-450,-1.75,25600,26250,25150,107630,2742204500,2517425000000,99700000,STK
052690,KR7052690005,한전기술,KOSPI,,64200,1,1700,2.72,64300,65300,63400,141015,9069578200,2453724000000,38220000,STK
004370,KR7004370003,농심,KOSPI,,403000,2,-3500,-0.86,413500,415500,403000,10982,4485619250,2451304726000,6082642,STK
139480,KR7139480008,이마트,KOSPI,,87800,1,200,0.23,88300,88400,87200,43634,3828967200,2447496908200,27875819,STK
012750,KR7012750006,에스원,KOSPI,,63700,2,-200,-0.31,63000,64200,63000,6465,411114300,2420547638600,37999178,STK
031210,KR7031210008,서울보증보험,KOSPI,,34100,2,-250,-0.73,34350,34350,33650,147522,5024113900,2380916491800,69821598,STK
018880,KR7018880005,한온시스템,KOSPI,,3400,2,-25,-0.73,3415,3445,3395,168947,576740869,2307792676800,678762552,STK
004990,KR7004990008,롯데지주,KOSPI,,21050,2,-100,-0.47,21200,21200,20900,26835,565201950,2208339438850,104909237,STK
018670,KR7018670000,SK가스,KOSPI,,235500,2,-4000,-1.67,239000,239500,232500,5173,1214417750,2177254962000,9245244,STK
007660,KR7007660004,이수페타시스,KOSPI,,34350,1,1200,3.62,33100,35500,33050,980358,33848348225,2172514492650,63246419,STK
066970,KR7066970005,엘앤에프,KOSPI,,59700,2,-600,-1.0,60200,61100,59500,49619,2999127450,2166941287800,36297174,STK
088350,KR7088350004,한화생명,KOSPI,,2490,2,-5,-0.2,2500,2505,2480,180613,450061692,2162639700000,868530000,STK
001440,KR7001440007,대한전선,KOSPI,,11470,2,-80,-0.69,11570,11600,11450,206391,2377121935,2138550531000,186447300,STK
002380,KR7002380004,KCC,KOSPI,,236000,2,-6500,-2.68,243000,243000,235000,17312,4128156250,2097207156000,8886471,STK
030000,KR7030000004,제일기획,KOSPI,,18160,2,-10,-0.06,18200,18250,18130,47615,865640800,2089148646000,115041225,STK
081660,KR7081660003,미스토홀딩스,KOSPI,,34750,2,-800,-2.25,35800,35800,34700,47583,1669112600,2088330405250,60095839,STK
082740,KR7082740002,한화엔진,KOSPI,,24200,2,-950,-3.78,25450,25600,24200,544082,13354389350,2019420836400,83447142,STK
111770,KR7111770004,영원무역,KOSPI,,45350,2,-1100,-2.37,46700,46700,45200,10744,491039175,2009525073800,44311468,STK
020560,KR7020560009,아시아나항공,KOSPI,,9505,2,-75,-0.78,9510,9610,9500,17070,162760535,1957941708055,205990711,STK
008930,KR7008930000,한미사이언스,KOSPI,,27950,2,-150,-0.53,28100,28250,27700,18484,519211800,1911543822500,68391550,STK
000120,KR7000120006,CJ대한통운,KOSPI,,83300,2,-200,-0.24,83900,84600,83000,17260,1444013950,1900268255200,22812344,STK
051600,KR7051600005,한전KPS,KOSPI,,42200,2,-50,-0.12,42450,42950,41950,69334,2935779375,1899000000000,45000000,STK
012510,KR7012510004,더존비즈온,KOSPI,,62400,2,-500,-0.79,64800,65300,62300,231415,14824392050,1895885721600,30382784,STK
001450,KR7001450006,현대해상,KOSPI,,20950,2,-100,-0.48,21050,21150,20800,65258,1369213450,1872930000000,89400000,STK
023530,KR7023530009,롯데쇼핑,KOSPI,,65700,1,900,1.39,65000,66100,64100,25211,1651447450,1858571203500,28288755,STK
192820,KR7192820009,코스맥스,KOSPI,,162200,2,-4700,-2.82,167000,167500,162000,35505,5832744950,1840890359800,11349509,STK
000990,KR7000990002,DB하이텍,KOSPI,,40900,3,0,0.0,40750,41750,40550,72416,2974163275,1815902249200,44398588,STK
282330,KR7282330000,BGF리테일,KOSPI,,103900,2,-1100,-1.05,105300,106000,103800,11041,1152434150,1795797833400,17283906,STK
028670,KR7028670008,팬오션,KOSPI,,3305,2,-40,-1.2,3350,3350,3300,315166,1044814602,1766752237160,534569512,STK
161890,KR7161890009,한국콜마,KOSPI,,73200,2,-300,-0.41,73700,74400,72500,88386,6492600300,1727891636400,23605077,STK
006040,KR7006040000,동원산업,KOSPI,,43000,1,900,2.14,41800,43400,41550,58690,2520727725,1703835612000,39624084,STK
002790,KR7002790004,아모레G,KOSPI,,21300,2,-100,-0.47,21650,21650,21200,33467,715840450,1692459234000,79458180,STK
204320,KR7204320006,HL만도,KOSPI,,35050,2,-900,-2.5,36000,36050,35000,87008,3071239225,1645847056000,46957120,STK
007310,KR7007310006,오뚜기,KOSPI,,401500,2,-3000,-0.74,404500,406000,401000,488,196769500,1609143745000,4007830,STK
139130,KR7139130009,iM금융지주,KOSPI,,9470,1,10,0.11,9460,9490,9400,108812,1029860025,1575740128510,166392833,STK
375500,KR7375500006,DL이앤씨,KOSPI,,40550,2,-450,-1.1,41000,41700,40400,47440,1945668350,1569026412650,38693623,STK
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,21850,2,-400,-1.8,22200,22600,21800,73465,1621270500,1557852385200,71297592,STK
062040,KR7062040001,산일전기,KOSPI,,50800,2,-700,-1.36,51500,51600,50500,98012,4989665550,1546616160000,30445200,STK
042670,KR7042670000,HD현대인프라코어,KOSPI,,8000,3,0,0.0,8080,8130,7970,328536,2639754090,1541246936000,192655867,STK
003690,KR7003690005,코리안리,KOSPI,,7900,2,-10,-0.13,7910,7930,7860,32779,259288085,1539086144900,194821031,STK
103140,KR7103140000,풍산,KOSPI,,54100,2,-300,-0.55,54900,54900,54000,52686,2865590350,1516113439800,28024278,STK
069620,KR7069620003,대웅제약,KOSPI,,130400,2,-1100,-0.84,130700,131400,129500,3831,500329400,1510889380000,11586575,STK
008770,KR7008770000,호텔신라,KOSPI,,38150,2,-450,-1.17,38650,38700,38000,42812,1641829800,1497315816150,39248121,STK
112610,KR7112610001,씨에스윈드,KOSPI,,35300,2,-200,-0.56,35400,36150,34950,39379,1404048475,1488650525900,42171403,STK
004170,KR7004170007,신세계,KOSPI,,153400,2,-500,-0.32,153600,154000,152000,7222,1106839100,1479570765400,9645181,STK
294870,KR7294870001,HDC현대산업개발,KOSPI,,22350,2,-100,-0.45,22550,22700,22050,42370,947259500,1473028825500,65907330,STK
005850,KR7005850003,에스엘,KOSPI,,31400,2,-300,-0.95,31900,31900,31300,70264,2218083325,1458483528000,46448520,STK
009420,KR7009420001,한올바이오파마,KOSPI,,27350,1,100,0.37,27300,27600,26950,79478,2172153025,1428781449300,52240638,STK
006360,KR7006360002,GS건설,KOSPI,,16570,2,-80,-0.48,16620,16770,16530,86645,1441410415,1418085289300,85581490,STK
006280,KR7006280002,녹십자,KOSPI,,118300,2,-1300,-1.09,119800,120000,118000,5611,667915050,1382517445400,11686538,STK
047040,KR7047040001,대우건설,KOSPI,,3285,2,-10,-0.3,3315,3340,3275,310793,1026532009,1365320365830,415622638,STK
007340,KR7007340003,DN오토모티브,KOSPI,,23250,2,-50,-0.21,23700,24300,22750,85989,2016247000,1360377611250,58510865,STK
000080,KR7000080002,하이트진로,KOSPI,,19260,2,-70,-0.36,19330,19390,19240,33960,655459895,1350773347860,70133611,STK
395400,KR7395400005,SK리츠,KOSPI,,4890,1,5,0.1,4900,4910,4850,83195,407220263,1350563104860,276188774,STK
000240,KR7000240002,한국앤컴퍼니,KOSPI,,14150,2,-90,-0.63,14220,14240,14080,63685,900422995,1343333646000,94935240,STK
014680,KR7014680003,한솔케미칼,KOSPI,,115700,1,4700,4.23,111000,117600,110200,39145,4523315900,1311482061500,11335195,STK
457190,KR7457190007,이수스페셜티케미컬,KOSPI,,43050,1,1350,3.24,41600,44400,41250,254351,10945011100,1300466454000,30208280,STK
069960,KR7069960003,현대백화점,KOSPI,,57100,2,-600,-1.04,57700,57800,56700,8084,461575200,1292105222300,22628813,STK
073240,KR7073240004,금호타이어,KOSPI,,4470,1,50,1.13,4460,4535,4450,149608,672454948,1284053482890,287260287,STK
001720,KR7001720002,신영증권,KOSPI,,76900,2,-100,-0.13,77000,77000,76300,1699,130686650,1264236000000,16440000,STK
009970,KR7009970005,영원무역홀딩스,KOSPI,,91500,1,300,0.33,92000,92500,90600,2589,237171800,1247656668000,13635592,STK
005070,KR7005070008,코스모신소재,KOSPI,,38150,2,-750,-1.93,38600,39250,38100,64056,2470380625,1240285341400,32510756,STK
010060,KR7010060002,OCI홀딩스,KOSPI,,65200,2,-900,-1.36,66100,68700,63700,100675,6739143050,1226732588400,18814917,STK
192080,KR7192080000,더블유게임즈,KOSPI,,54600,1,300,0.55,54500,54900,54000,23413,1279088600,1173676467600,21495906,STK
103590,KR7103590006,일진전기,KOSPI,,24400,2,-400,-1.61,24950,25050,24100,156401,3838935725,1163523516000,47685390,STK
007070,KR7007070006,GS리테일,KOSPI,,13880,2,-210,-1.49,14100,14110,13870,90101,1257407820,1160470920200,83607415,STK
300720,KR7300720000,한일시멘트,KOSPI,,16730,1,660,4.11,16260,16870,16100,54650,904968900,1158745564200,69261540,STK
020150,KR7020150009,롯데에너지머티리얼즈,KOSPI,,22050,2,-100,-0.45,22150,22550,21850,33655,746867550,1154658459150,52365463,STK
003090,KR7003090008,대웅,KOSPI,,19680,2,-120,-0.61,19620,19880,19580,6743,133037785,1144234166400,58141980,STK
011210,KR7011210002,현대위아,KOSPI,,42050,2,-800,-1.87,42800,43100,41900,33536,1422949300,1143553240150,27195083,STK
267270,KR7267270007,HD현대건설기계,KOSPI,,64500,1,100,0.16,65200,65700,63800,33602,2168103950,1142526297000,17713586,STK
034230,KR7034230003,파라다이스,KOSPI,,12190,1,50,0.41,12230,12390,12100,225453,2761102360,1118696084370,91771623,STK
003570,KR7003570009,SNT다이내믹스,KOSPI,,33600,2,-100,-0.3,33950,34250,32800,72773,2432900150,1117290619200,33252697,STK
071970,KR7071970008,HD현대마린엔진,KOSPI,,32650,2,-1300,-3.83,33500,33950,32200,567465,18638051525,1107536811750,33921495,STK
137310,KR7137310009,에스디바이오센서,KOSPI,,8970,3,0,0.0,8990,9080,8950,39283,354343030,1092089444940,121749102,STK
280360,KR7280360009,롯데웰푸드,KOSPI,,115100,2,-4500,-3.76,120000,120000,115000,11529,1347994950,1085919467400,9434574,STK
185750,KR7185750007,종근당,KOSPI,,78600,2,-100,-0.13,79000,79300,77300,8159,640514800,1084898508000,13802780,STK
012630,KR7012630000,HDC,KOSPI,,18050,2,-140,-0.77,18290,18310,17800,48265,870790990,1078338064050,59741721,STK
001800,KR7001800002,오리온홀딩스,KOSPI,,16720,1,130,0.78,16590,16830,16540,44203,740139810,1047431455840,62645422,STK
089860,KR7089860001,롯데렌탈,KOSPI,,28650,2,-300,-1.04,29000,29000,28550,11994,344470775,1040263966200,36309388,STK
330590,KR7330590001,롯데리츠,KOSPI,,3545,2,-5,-0.14,3545,3580,3520,125930,447336559,1024394693780,288968884,STK
365550,KR7365550003,ESR켄달스퀘어리츠,KOSPI,,4735,1,5,0.11,4730,4770,4685,88741,420960830,1008976415000,213089000,STK
082640,KR7082640004,동양생명,KOSPI,,6170,1,230,3.87,5970,6230,5940,286669,1736787310,995582469450,161358585,STK
009450,KR7009450008,경동나비엔,KOSPI,,68000,2,-2000,-2.86,70500,70500,68000,20160,1389215900,990664256000,14568592,STK
001120,KR7001120005,LX인터내셔널,KOSPI,,25550,2,-100,-0.39,25700,25800,25500,18807,481766050,990318000000,38760000,STK
005300,KR7005300009,롯데칠성,KOSPI,,106400,2,-900,-0.84,107100,107600,106000,2511,268260050,987273257600,9278884,STK
014820,KR7014820005,동원시스템즈,KOSPI,,33150,3,0,0.0,33350,33700,33050,6549,217931200,961060998300,28991282,STK
229640,KR7229640008,LS에코에너지,KOSPI,,31200,2,-400,-1.27,31850,31850,31075,30092,944215425,955496224800,30624879,STK
017960,KR7017960006,한국카본,KOSPI,,18370,2,-510,-2.7,18690,18690,17970,426038,7784712855,953558263240,51908452,STK
003030,KR7003030004,세아제강지주,KOSPI,,229000,2,-3500,-1.51,232000,233000,227500,2103,484493500,948439453000,4141657,STK
005180,KR7005180005,빙그레,KOSPI,,94800,2,-900,-0.94,95800,97000,94600,19408,1858487650,933897646800,9851241,STK
023590,KR7023590003,다우기술,KOSPI,,20800,1,450,2.21,20400,20950,20350,38564,800318100,933225633600,44866617,STK
336260,KR7336260005,두산퓨얼셀,KOSPI,,14160,2,-150,-1.05,14420,14490,14110,43653,623601940,927391160160,65493726,STK
004490,KR7004490009,세방전지,KOSPI,,66100,2,-600,-0.9,66700,67000,66000,9980,663379650,925400000000,14000000,STK
009240,KR7009240003,한샘,KOSPI,,39100,1,50,0.13,39400,39500,39000,6446,253035000,920176584800,23533928,STK
415640,KR7415640002,KB발해인프라,KOSPI,,7460,2,-80,-1.06,7600,7610,7420,52641,394309010,914189788080,122545548,STK
