Sector	Code	Name	ChagesRatio	Marcap	Amount	MACD
바이오/제약/신약개발	397030	에이프릴바이오	2.14	3800	23	2. 상승 추세 / 눌림목
바이오/제약/신약개발	069620	대웅제약	1.93	18805	108	2. 상승 추세 / 눌림목
바이오/제약/신약개발	053030	바이넥스	1.51	5709	57	2. 상승 추세 / 눌림목
바이오/제약/신약개발	382150	온코크로스	1.37	1602	73	2. 상승 추세 / 눌림목
바이오/제약/신약개발	006280	녹십자	1.34	15157	25	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	330350	위더스제약	1.09	1050	36	2. 상승 추세 / 눌림목
바이오/제약/신약개발	256840	한국비엔씨	0.39	3761	103	2. 상승 추세 / 눌림목
바이오/제약/신약개발	302440	SK바이오사이언스	0.33	36480	30	2. 상승 추세 / 눌림목
바이오/제약/신약개발	092040	아미코젠	0.26	2459	17	2. 상승 추세 / 눌림목
바이오/제약/신약개발	308430	셀비온	0.22	2294	11	1. 상승 추세 / 추세 확대중
바이오/제약/신약개발	086450	동국제약	0.17	7643	14	2. 상승 추세 / 눌림목
바이오/제약/신약개발	003090	대웅	0.0	16454	65	2. 상승 추세 / 눌림목
바이오/제약/신약개발	007390	네이처셀	-0.37	17204	66	2. 상승 추세 / 눌림목
바이오/제약/신약개발	307750	국전약품	-0.38	2076	57	2. 상승 추세 / 눌림목
바이오/제약/신약개발	067080	대화제약	-0.63	3058	20	2. 상승 추세 / 눌림목
바이오/제약/신약개발	140410	메지온	-1.39	11837	32	2. 상승 추세 / 눌림목
바이오/제약/신약개발	019170	신풍제약	-1.47	6072	159	2. 상승 추세 / 눌림목
바이오/제약/신약개발	138610	나이벡	-1.47	3425	116	2. 상승 추세 / 눌림목
바이오/제약/신약개발	378800	샤페론	-1.87	1079	57	2. 상승 추세 / 눌림목
바이오/제약/신약개발	299660	셀리드	-1.97	1597	88	2. 상승 추세 / 눌림목
반도체	131970	두산테스나	-0.36	5363	35	2. 상승 추세 / 눌림목
반도체 소재	101490	에스앤에스텍	1.98	7432	22	1. 상승 추세 / 추세 확대중
반도체 소재	112290	와이씨켐	0.76	2340	10	1. 상승 추세 / 추세 확대중
반도체 소재	089010	켐트로닉스	-0.81	3503	13	1. 상승 추세 / 추세 확대중
반도체 소재	064760	티씨케이	-0.84	10670	16	1. 상승 추세 / 추세 확대중
반도체 장비	183300	코미코	3.31	6276	52	1. 상승 추세 / 추세 확대중
반도체 장비	059090	미코	2.16	4544	26	2. 상승 추세 / 눌림목
반도체 장비	003160	디아이	1.91	4445	66	1. 상승 추세 / 추세 확대중
반도체 장비	240810	원익IPS	1.68	11362	26	1. 상승 추세 / 추세 확대중
반도체 장비	083450	GST	1.15	3475	22	1. 상승 추세 / 추세 확대중
반도체 장비	095340	ISC	1.09	11128	40	1. 상승 추세 / 추세 확대중
반도체 장비	042700	한미반도체	0.97	80286	443	2. 상승 추세 / 눌림목
반도체 장비	319660	피에스케이	0.67	5503	26	1. 상승 추세 / 추세 확대중
반도체 장비	098460	고영	0.25	10936	142	2. 상승 추세 / 눌림목
반도체 장비	140860	파크시스템스	-0.74	18138	34	1. 상승 추세 / 추세 확대중
반도체 장비	089030	테크윙	-1.27	12999	116	2. 상승 추세 / 눌림목
반도체 장비	039030	이오테크닉스	-1.79	18343	95	2. 상승 추세 / 눌림목
반도체 장비	095610	테스	-2.24	4536	14	1. 상승 추세 / 추세 확대중
반도체 장비	323280	태성	-4.21	6816	29	1. 상승 추세 / 추세 확대중
방위산업	005870	휴니드	3.99	1229	13	1. 상승 추세 / 추세 확대중
방위산업	012450	한화에어로스페이스	-2.76	395869	881	1. 상승 추세 / 추세 확대중
방위산업	003570	SNT다이내믹스	-4.37	15229	26	2. 상승 추세 / 눌림목
보험	003690	코리안리	3.11	18410	22	1. 상승 추세 / 추세 확대중
보험	005830	DB손해보험	2.93	73207	106	1. 상승 추세 / 추세 확대중
보험	031210	서울보증보험	1.88	25973	101	1. 상승 추세 / 추세 확대중
보험	001450	현대해상	1.8	22215	58	1. 상승 추세 / 추세 확대중
보험	000810	삼성화재	1.35	193937	280	1. 상승 추세 / 추세 확대중
보험	088350	한화생명	0.31	26620	39	1. 상승 추세 / 추세 확대중
보험	032830	삼성생명	-0.33	215600	351	1. 상승 추세 / 추세 확대중
보험	000370	한화손해보험	-0.82	5650	20	2. 상승 추세 / 눌림목
보험	211050	인카금융서비스	-0.94	6242	37	2. 상승 추세 / 눌림목
섬유/의류	000050	경방	3.09	2154	28	1. 상승 추세 / 추세 확대중
신재생에너지	389260	대명에너지	8.91	4109	68	1. 상승 추세 / 추세 확대중
신재생에너지	017860	DS단석	3.47	4475	18	1. 상승 추세 / 추세 확대중
신재생에너지	448280	에코아이	0.97	3123	47	2. 상승 추세 / 눌림목
신재생에너지	011930	신성이엔지	0.46	3163	46	1. 상승 추세 / 추세 확대중
신재생에너지	009830	한화솔루션	0.32	54919	945	2. 상승 추세 / 눌림목
신재생에너지	112610	씨에스윈드	0.2	21423	291	1. 상승 추세 / 추세 확대중
신재생에너지	018000	유니슨	0.06	2567	48	2. 상승 추세 / 눌림목
신재생에너지	336260	두산퓨얼셀	-0.33	11867	51	1. 상승 추세 / 추세 확대중
신재생에너지	322000	HD현대에너지솔루션	-3.53	6048	459	2. 상승 추세 / 눌림목
엔터테인먼트	352820	하이브	5.1	117250	384	2. 상승 추세 / 눌림목
엔터테인먼트	035760	CJ ENM	3.78	14188	66	1. 상승 추세 / 추세 확대중
엔터테인먼트	079160	CJ CGV	3.43	8088	11	1. 상승 추세 / 추세 확대중
엔터테인먼트	035900	JYP Ent.	3.35	27360	178	1. 상승 추세 / 추세 확대중
엔터테인먼트	041510	에스엠	3.27	29396	125	1. 상승 추세 / 추세 확대중
엔터테인먼트	114090	GKL	1.88	9148	17	2. 상승 추세 / 눌림목
엔터테인먼트	376300	디어유	1.1	12415	61	2. 상승 추세 / 눌림목
엔터테인먼트	037270	YG PLUS	0.88	4110	48	1. 상승 추세 / 추세 확대중
엔터테인먼트	036420	콘텐트리중앙	0.81	2410	11	2. 상승 추세 / 눌림목
엔터테인먼트	253450	스튜디오드래곤	0.61	14939	64	1. 상승 추세 / 추세 확대중
엔터테인먼트	207760	미스터블루	0.31	1355	404	1. 상승 추세 / 추세 확대중
엔터테인먼트	122870	와이지엔터테인먼트	-0.23	15924	111	2. 상승 추세 / 눌림목
엔터테인먼트	419530	SAMG엔터	-7.23	6972	51	2. 상승 추세 / 눌림목
운송/항공/물류	004140	동방	4.98	1180	12	1. 상승 추세 / 추세 확대중
운송/항공/물류	039130	하나투어	4.01	8008	21	1. 상승 추세 / 추세 확대중
운송/항공/물류	005880	대한해운	3.87	5075	48	1. 상승 추세 / 추세 확대중
운송/항공/물류	086280	현대글로비스	3.65	84300	71	1. 상승 추세 / 추세 확대중
운송/항공/물류	000120	CJ대한통운	3.43	18888	64	1. 상승 추세 / 추세 확대중
운송/항공/물류	003280	흥아해운	1.88	3846	16	1. 상승 추세 / 추세 확대중
운송/항공/물류	028670	팬오션	1.22	20073	31	2. 상승 추세 / 눌림목
운송/항공/물류	003490	대한항공	0.88	83954	144	1. 상승 추세 / 추세 확대중
원자력	034020	두산에너빌리티	2.12	266153	2383	1. 상승 추세 / 추세 확대중
원자력	052690	한전기술	0.68	23390	163	1. 상승 추세 / 추세 확대중
원자력	457550	우진엔텍	0.49	1780	20	2. 상승 추세 / 눌림목
원자력	105840	우진	-2.28	1781	17	2. 상승 추세 / 눌림목
유통	007070	GS리테일	11.97	12992	19	1. 상승 추세 / 추세 확대중
유통	023530	롯데쇼핑	5.89	22461	31	1. 상승 추세 / 추세 확대중
유통	499790	GS피앤엘	5.1	6742	63	1. 상승 추세 / 추세 확대중
유통	139480	이마트	3.8	24173	78	1. 상승 추세 / 추세 확대중
유통	001740	SK네트웍스	3.3	9282	16	1. 상승 추세 / 추세 확대중
유통	001250	GS글로벌	2.07	2178	11	1. 상승 추세 / 추세 확대중
유통	001120	LX인터내셔널	1.05	11085	17	1. 상승 추세 / 추세 확대중
유통	032350	롯데관광개발	0.15	10075	66	1. 상승 추세 / 추세 확대중
유통	204620	글로벌텍스프리	-0.67	4252	21	2. 상승 추세 / 눌림목
유통	381970	케이카	-1.26	7713	19	2. 상승 추세 / 눌림목
유통	481070	에이유브랜즈	-15.13	2909	25	2. 상승 추세 / 눌림목
유통/소매	282330	BGF리테일	10.4	18701	86	1. 상승 추세 / 추세 확대중
유통/소매	063170	서울옥션	5.38	1459	26	1. 상승 추세 / 추세 확대중
유통/소매	008770	호텔신라	3.31	19368	64	2. 상승 추세 / 눌림목
유통/소매	000680	LS네트웍스	3.18	3029	40	1. 상승 추세 / 추세 확대중
유통/소매	057050	현대홈쇼핑	3.02	6756	11	1. 상승 추세 / 추세 확대중
유통/소매	034230	파라다이스	2.97	12214	35	2. 상승 추세 / 눌림목
유통/소매	004170	신세계	2.72	16772	28	2. 상승 추세 / 눌림목
유통/소매	025980	아난티	2.56	6638	138	1. 상승 추세 / 추세 확대중
유통/소매	069960	현대백화점	2.12	16428	22	2. 상승 추세 / 눌림목
유통/소매	035250	강원랜드	1.22	36861	41	2. 상승 추세 / 눌림목
유틸리티	128820	대성산업	7.45	1838	23	1. 상승 추세 / 추세 확대중
유틸리티	071320	지역난방공사	4.07	9309	35	1. 상승 추세 / 추세 확대중
유틸리티	015760	한국전력	3.75	188737	744	2. 상승 추세 / 눌림목
유틸리티	036460	한국가스공사	2.23	37479	110	1. 상승 추세 / 추세 확대중
유틸리티	004690	삼천리	2.01	5604	30	2. 상승 추세 / 눌림목
유틸리티	088980	맥쿼리인프라	0.43	55746	57	2. 상승 추세 / 눌림목
은행	323410	카카오뱅크	18.97	113046	71	1. 상승 추세 / 추세 확대중
은행	006220	제주은행	10.51	3632	12	1. 상승 추세 / 추세 확대중
은행	086790	하나금융지주	4.22	209272	501	1. 상승 추세 / 추세 확대중
은행	024110	기업은행	3.99	124797	134	1. 상승 추세 / 추세 확대중
은행	105560	KB금융	3.95	412417	1041	1. 상승 추세 / 추세 확대중
은행	055550	신한지주	2.2	289075	647	1. 상승 추세 / 추세 확대중
음식료	007160	사조산업	13.26	2745	25	1. 상승 추세 / 추세 확대중
음식료	006040	동원산업	6.18	18544	12	1. 상승 추세 / 추세 확대중
음식료	264900	크라운제과	4.43	1105	12	1. 상승 추세 / 추세 확대중
음식료	005300	롯데칠성	2.74	10211	11	1. 상승 추세 / 추세 확대중
음식료	003380	하림지주	2.65	10438	103	2. 상승 추세 / 눌림목
음식료	000080	하이트진로	1.48	14131	20	1. 상승 추세 / 추세 확대중
음식료	136480	하림	1.39	3345	20	2. 상승 추세 / 눌림목
음식료	007310	오뚜기	1.25	15951	10	1. 상승 추세 / 추세 확대중
음식료	136490	선진	0.89	2423	11	2. 상승 추세 / 눌림목
음식료	003230	삼양식품	0.53	84445	423	2. 상승 추세 / 눌림목
음식료	026960	동서	0.37	25872	12	1. 상승 추세 / 추세 확대중
음식료	260970	에스앤디	-1.67	2788	68	2. 상승 추세 / 눌림목
의류	031430	신세계인터내셔날	3.04	3820	10	1. 상승 추세 / 추세 확대중
의류	009970	영원무역홀딩스	2.48	17167	17	1. 상승 추세 / 추세 확대중
의류	111770	영원무역	2.15	27694	19	2. 상승 추세 / 눌림목
의류	194370	제이에스코퍼레이션	1.15	3301	21	2. 상승 추세 / 눌림목
의류	020000	한섬	1.14	3760	25	1. 상승 추세 / 추세 확대중
의류	093050	LF	0.34	5131	19	1. 상승 추세 / 추세 확대중
의류	383220	F&F	0.13	28806	16	2. 상승 추세 / 눌림목
의류	009270	신원	0.05	1818	74	2. 상승 추세 / 눌림목
의류	110790	크리스에프앤씨	-0.91	1269	96	1. 상승 추세 / 추세 확대중
의류	036620	감성코퍼레이션	-1.93	4867	31	2. 상승 추세 / 눌림목
이차전지 소재	452450	피아이이	-3.35	3081	52	2. 상승 추세 / 눌림목
이차전지 소재	336370	솔루스첨단소재	-4.32	6495	46	2. 상승 추세 / 눌림목
이차전지 장비	290670	대보마그네틱	-3.38	1693	79	2. 상승 추세 / 눌림목
이차전지 장비	267320	나인테크	-3.85	1965	128	2. 상승 추세 / 눌림목
자동차	000270	기아	2.58	353928	335	1. 상승 추세 / 추세 확대중
자동차 부품	012330	현대모비스	10.24	231092	217	1. 상승 추세 / 추세 확대중
자동차 부품	015750	성우하이텍	4.0	4456	10	1. 상승 추세 / 추세 확대중
자동차 부품	437730	삼현	1.7	4343	12	2. 상승 추세 / 눌림목
자동차 부품	000240	한국앤컴퍼니	1.12	17914	33	2. 상승 추세 / 눌림목
자동차 부품	010100	한국무브넥스	0.93	1320	10	2. 상승 추세 / 눌림목
자동차 부품	038110	에코플라스틱	-0.47	1257	18	1. 상승 추세 / 추세 확대중
자동차 부품	002350	넥센타이어	-0.75	6524	24	2. 상승 추세 / 눌림목
자동차 부품	204270	제이앤티씨	-1.09	9770	12	2. 상승 추세 / 눌림목
자동차 부품	007860	서연	-1.96	2434	177	2. 상승 추세 / 눌림목
자동차 부품	098070	한텍	-3.92	4481	84	2. 상승 추세 / 눌림목
전력기기	001440	대한전선	12.74	24890	233	1. 상승 추세 / 추세 확대중
전력기기	229640	LS에코에너지	8.04	10274	14	2. 상승 추세 / 눌림목
전력기기	017510	세명전기	7.14	1126	61	1. 상승 추세 / 추세 확대중
전력기기	006340	대원전선	6.47	2196	18	1. 상승 추세 / 추세 확대중
전력기기	032820	우리기술	5.48	3565	87	1. 상승 추세 / 추세 확대중
전력기기	065710	서호전기	5.03	2080	12	2. 상승 추세 / 눌림목
전력기기	033100	제룡전기	4.18	5525	31	1. 상승 추세 / 추세 확대중
전력기기	453450	그리드위즈	4.14	1652	40	1. 상승 추세 / 추세 확대중
전력기기	290690	소룩스	3.65	2002	11	1. 상승 추세 / 추세 확대중
전력기기	103590	일진전기	3.55	14496	54	2. 상승 추세 / 눌림목
전력기기	267260	HD현대일렉트릭	3.34	138601	484	1. 상승 추세 / 추세 확대중
전력기기	000500	가온전선	2.94	11861	36	2. 상승 추세 / 눌림목
전력기기	298040	효성중공업	2.92	60982	122	1. 상승 추세 / 추세 확대중
전력기기	006260	LS	2.11	56285	581	1. 상승 추세 / 추세 확대중
전력기기	199820	제일일렉트릭	1.99	2119	20	1. 상승 추세 / 추세 확대중
전력기기	045390	대아티아이	1.49	3195	58	1. 상승 추세 / 추세 확대중
전력기기	051600	한전KPS	0.56	18990	47	1. 상승 추세 / 추세 확대중
전력기기	140670	알에스오토메이션	-0.39	1460	19	2. 상승 추세 / 눌림목
전력기기	130660	한전산업	-0.94	3670	10	1. 상승 추세 / 추세 확대중
전력기기	119850	지엔씨에너지	-1.4	4868	140	2. 상승 추세 / 눌림목
정유/화학/가스	010950	S-Oil	2.31	63158	65	1. 상승 추세 / 추세 확대중
정유/화학/가스	083420	그린케미칼	2.07	2059	33	2. 상승 추세 / 눌림목
정유/화학/가스	025860	남해화학	1.85	3725	16	1. 상승 추세 / 추세 확대중
정유/화학/가스	003240	태광산업	1.81	11189	37	1. 상승 추세 / 추세 확대중
정유/화학/가스	120110	코오롱인더	1.68	9163	21	2. 상승 추세 / 눌림목
정유/화학/가스	017940	E1	1.58	5268	11	2. 상승 추세 / 눌림목
정유/화학/가스	001390	KG케미칼	1.55	3087	17	2. 상승 추세 / 눌림목
정유/화학/가스	002020	코오롱	0.56	4482	227	2. 상승 추세 / 눌림목
정유/화학/가스	014680	한솔케미칼	0.5	14917	31	1. 상승 추세 / 추세 확대중
정유/화학/가스	456040	OCI	0.17	5228	28	1. 상승 추세 / 추세 확대중
정유/화학/가스	011780	금호석유화학	0.0	31142	73	1. 상승 추세 / 추세 확대중
정유/화학/가스	093370	후성	-0.11	4912	42	1. 상승 추세 / 추세 확대중
정유/화학/가스	285130	SK케미칼	-2.45	10490	20	2. 상승 추세 / 눌림목
정유/화학/가스	008730	율촌화학	-3.19	8134	39	2. 상승 추세 / 눌림목
정유/화학/가스	033500	동성화인텍	-5.18	7767	42	2. 상승 추세 / 눌림목
제지	002310	아세아제지	3.88	3218	18	1. 상승 추세 / 추세 확대중
조선/기계/중공업	060370	LS마린솔루션	23.47	6272	64	1. 상승 추세 / 추세 확대중
조선/기계/중공업	039610	화성밸브	1.91	1077	11	2. 상승 추세 / 눌림목
조선/기계/중공업	036530	SNT홀딩스	1.05	9407	46	2. 상승 추세 / 눌림목
조선/기계/중공업	241560	두산밥캣	0.84	46106	40	1. 상승 추세 / 추세 확대중
조선/기계/중공업	009540	HD한국조선해양	0.78	228597	558	2. 상승 추세 / 눌림목
조선/기계/중공업	100090	SK오션플랜트	0.5	11673	90	2. 상승 추세 / 눌림목
조선/기계/중공업	042670	HD현대인프라코어	0.0	18276	74	2. 상승 추세 / 눌림목
조선/기계/중공업	017800	현대엘리베이터	-0.87	31528	291	1. 상승 추세 / 추세 확대중
조선/기계/중공업	010140	삼성중공업	-0.96	147928	998	2. 상승 추세 / 눌림목
조선/기계/중공업	126720	수산인더스트리	-1.15	3750	20	2. 상승 추세 / 눌림목
조선/기계/중공업	064350	현대로템	-1.48	169061	870	2. 상승 추세 / 눌림목
조선/기계/중공업	443060	HD현대마린솔루션	-2.46	80692	172	2. 상승 추세 / 눌림목
증권	039490	키움증권	10.67	42589	251	1. 상승 추세 / 추세 확대중
증권	001720	신영증권	9.26	19086	107	1. 상승 추세 / 추세 확대중
