Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector
105330,KR7105330005,케이엔더블유,KOSDAQ,중견기업부,4015,1,25,0.63,3950,4030,3930,10260,40763430,64481012420,16060028,KSQ,건자재
105550,KR7105550008,엣지파운드리,KOSDAQ,중견기업부,3035,2,-90,-2.88,3125,3125,2990,364059,1099806744,237661899785,78307051,KSQ,IT하드웨어/반도체
105560,KR7105560007,KB금융,KOSPI,,104800,1,4800,4.8,100700,106000,100600,1007266,104124327950,41241778730400,393528423,STK,은행
105630,KR7105630008,한세실업,KOSPI,,10910,1,190,1.77,10760,10960,10760,71547,778685270,436400000000,40000000,STK,의류
105740,KR7105740005,디케이락,KOSDAQ,우량기업부,7860,1,110,1.42,7760,7870,7740,22309,174293775,79924512180,10168513,KSQ,조선/기계/중공업
105760,KR7105760003,포스뱅크,KOSDAQ,벤처기업부,6630,1,80,1.22,6530,6650,6530,22183,146235670,63919896300,9641010,KSQ,IT하드웨어/반도체
105840,KR7105840003,우진,KOSPI,,8820,2,-10,-0.11,8570,8840,8530,201287,1747188585,178143449400,20197670,STK,원자력
106080,KR7106080005,케이이엠텍,KOSDAQ,중견기업부,2220,2,-150,-6.33,2370,2500,2195,72036,166257820,55800732300,25135465,KSQ,IT하드웨어/반도체
106190,KR7106190002,하이텍팜,KOSDAQ,우량기업부,12450,1,270,2.22,12180,12590,12170,8478,105269530,132383003850,10633173,KSQ,바이오/제약/신약개발
106240,KR7106240005,파인테크닉스,KOSDAQ,우량기업부,1106,1,7,0.64,1120,1123,1079,149831,164969537,18801270040,16999340,KSQ,IT하드웨어/반도체
106520,KR7106520000,노블엠앤비,KOSDAQ,투자주의환기종목(소속부없음),411,0,0,0.0,0,0,0,0,0,15904036272,38695952,KSQ,화장품
107590,KR7107590002,미원홀딩스,KOSPI,,75100,3,0,0.0,75100,75100,75100,27,2027700,174232000000,2320000,STK,지주회사
107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,15970,1,310,1.98,15760,16220,15710,9658,154400530,89911962380,5630054,KSQ,이차전지 소재
107640,KR7107640005,한중엔시에스,KOSDAQ,기술성장기업부,27200,1,1000,3.82,26700,27350,26450,56782,1529123200,246376131200,9057946,KSQ,이차전지 장비
108230,KR7108230004,톱텍,KOSDAQ,우량기업부,4085,1,30,0.74,4055,4130,4050,36831,150414060,155324955825,38023245,KSQ,디스플레이 장비
108320,KR7108320003,LX세미콘,KOSPI,,61400,1,1100,1.82,60600,62100,60600,22864,1407024400,998628020000,16264300,STK,IT하드웨어/반도체
108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,21100,1,250,1.2,20850,21150,20500,31740,659476300,201870726300,9567333,KSQ,전력기기
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,67500,1,4900,7.83,63800,69500,63500,876634,58295027350,891854550000,13212660,KSQ,로봇
108670,KR7108670001,LX하우시스,KOSPI,,32100,1,1100,3.55,31450,32450,31400,20212,646897800,287862207000,8967670,STK,건자재
108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,14460,1,840,6.17,14430,14650,14000,633465,9102466940,389187863400,26914790,KSQ,AI
109070,KR7109070003,주성코퍼레이션,KOSPI,,924,2,-1,-0.11,925,938,916,91886,84710964,48796652520,52810230,STK,반도체 장비
109080,KR7109080002,옵티시스,KOSDAQ,벤처기업부,8690,1,40,0.46,8580,8730,8500,28032,241340715,48976840000,5636000,KSQ,IT하드웨어/반도체
109610,KR7109610006,에스와이,KOSDAQ,중견기업부,3630,1,20,0.55,3610,3645,3585,84328,304653461,177533862000,48907400,KSQ,건자재
109670,KR7109670000,씨싸이트,KOSDAQ,중견기업부,6470,1,70,1.09,6440,6540,6400,9909,64228530,37762814940,5836602,KSQ,철강/비철금속
109740,KR7109740001,디에스케이,KOSDAQ,벤처기업부,5500,3,0,0.0,5460,5550,5400,11593,63318540,141407145000,25710390,KSQ,반도체 장비
109820,KR7109820001,진매트릭스,KOSDAQ,기술성장기업부,2835,2,-50,-1.73,2855,2900,2725,174981,491152772,57815969400,20393640,KSQ,진단기기/의료기기
109860,KR7109860007,동일금속,KOSDAQ,우량기업부,7870,2,-40,-0.51,7900,7930,7840,472,3725030,71617000000,9100000,KSQ,자동차 부품
109960,KR7109960005,AP헬스케어,KOSDAQ,투자주의환기종목(소속부없음),327,1,4,1.24,324,332,312,463477,148312134,65658090963,200789269,KSQ,헬스케어
110020,KR7110020005,전진바이오팜,KOSDAQ,기술성장기업부,3155,1,525,19.96,2635,3350,2635,1198638,3696912295,28580394110,9058762,KSQ,바이오/제약/신약개발
110790,KR7110790003,크리스에프앤씨,KOSDAQ,우량기업부,5420,1,950,21.25,5150,5800,4910,1761132,9616668035,126995803200,23430960,KSQ,의류
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,12650,1,390,3.18,12450,12840,12410,30041,380985540,239085000000,18900000,KSQ,반도체 장비
111110,KR7111110003,호전실업,KOSPI,,8870,1,30,0.34,8860,8940,8760,19378,171445875,83165120000,9376000,STK,의류
111380,KR7111380002,동인기연,KOSPI,,15160,1,30,0.2,15150,15310,15070,10270,155833820,92900480000,6128000,STK,의류
111710,KR7111710000,남화산업,KOSDAQ,중견기업부,4980,1,80,1.63,5000,5000,4900,1318,6559080,102528240000,20588000,KSQ,음식료
111770,KR7111770004,영원무역,KOSPI,,62500,1,2800,4.69,58500,62800,58400,30892,1907648900,2769466750000,44311468,STK,의류
112040,KR7112040001,위메이드,KOSDAQ,중견기업부,27100,1,1250,4.84,26450,28000,26400,104841,2849597900,920003889300,33948483,KSQ,게임
112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,23150,1,650,2.89,23150,23400,22900,46583,1077306625,234059116750,10110545,KSQ,반도체 소재
112610,KR7112610001,씨에스윈드,KOSPI,,50800,1,950,1.91,51800,52300,47550,589776,29177217300,2142307272400,42171403,STK,신재생에너지
113810,KR7113810006,디젠스,KOSDAQ,중견기업부,1070,2,-103,-8.78,1175,1220,1056,978676,1081096473,34912014570,32628051,KSQ,IT하드웨어/반도체
114090,KR7114090004,GKL,KOSPI,,14790,1,80,0.54,14880,15100,14780,116744,1743047335,914845359300,61855670,STK,엔터테인먼트
114190,KR7114190002,강원에너지,KOSDAQ,우량기업부,6550,1,150,2.34,6400,6650,6400,48087,316184130,171105898900,26123038,KSQ,이차전지 소재
114450,KR7114450000,그린생명과학,KOSDAQ,중견기업부,3665,2,-345,-8.6,3765,4040,3450,1992829,7505012817,73300000000,20000000,KSQ,바이오/제약/신약개발
114630,KR7114630007,폴라리스우노,KOSDAQ,우량기업부,530,1,1,0.19,535,535,524,38084,20252913,46612200440,87947548,KSQ,IT소프트웨어
114810,KR7114810005,한솔아이원스,KOSDAQ,우량기업부,8770,1,50,0.57,8800,8960,8710,59106,521760460,250762135980,28593174,KSQ,디스플레이 장비
114840,KR7114840002,아이패밀리에스씨,KOSDAQ,우량기업부,19040,1,70,0.37,19150,19390,18900,74793,1432674145,329770896000,17319900,KSQ,화장품
115160,KR7115160004,휴맥스,KOSDAQ,중견기업부,1118,2,-3,-0.27,1130,1130,1100,21048,23352947,49158598632,43970124,KSQ,IT하드웨어/반도체
115180,KR7115180002,큐리언트,KOSDAQ,벤처기업부,10650,2,-350,-3.18,11010,11400,10380,124504,1342447105,359180483550,33725867,KSQ,바이오/제약/신약개발
115310,KR7115310005,인포바인,KOSDAQ,벤처기업부,39400,1,2000,5.35,37450,39900,37000,12859,502419700,125799590200,3192883,KSQ,IT소프트웨어
115440,KR7115440000,우리넷,KOSDAQ,우량기업부,6620,1,30,0.46,6550,6650,6550,21827,143972070,71458213040,10794292,KSQ,통신
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,7710,2,-70,-0.9,7510,7950,7490,203724,1581559970,650499654420,84370902,KSQ,바이오/제약/신약개발
115480,KR7115480006,씨유메디칼,KOSDAQ,중견기업부,626,2,-1,-0.16,626,635,614,47121,29404243,37950973308,60624558,KSQ,진단기기/의료기기
115500,KR7115500001,케이씨에스,KOSDAQ,중견기업부,10320,1,140,1.38,10180,10340,10070,52038,532418680,123840000000,12000000,KSQ,IT소프트웨어
115530,KR7115530008,씨엔플러스,KOSDAQ,중견기업부,489,2,-2,-0.41,505,506,461,714588,346147571,33233907000,67963000,KSQ,바이오/제약/신약개발
115570,KR7115570004,스타플렉스,KOSDAQ,중견기업부,3210,2,-100,-3.02,3310,3320,3210,18108,59330059,25630270680,7984508,KSQ,정유/화학/가스
115610,KR7115610008,이미지스,KOSDAQ,벤처기업부,1420,1,105,7.98,1328,1490,1328,371571,532482208,24619303960,17337538,KSQ,IT하드웨어/반도체
117580,KR7117580001,대성에너지,KOSPI,,7780,3,0,0.0,7790,7830,7760,16699,130235255,213950000000,27500000,STK,유틸리티
117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,12480,1,1070,9.38,11630,12710,11600,777549,9548120785,234400483200,18782090,KSQ,로봇
118000,KR7118000009,메타케어,KOSPI,,338,2,-5,-1.46,340,349,332,407934,137758844,55694749032,164777364,STK,헬스케어
118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,9290,1,60,0.65,9240,9390,9230,34996,326304560,230967887100,24861990,KSQ,자동차 부품
119500,KR7119500007,포메탈,KOSDAQ,중견기업부,3170,1,15,0.48,3155,3175,3115,78334,246117628,37555725440,11847232,KSQ,철강/비철금속
119610,KR7119610004,인터로조,KOSDAQ,중견기업부,17430,2,-130,-0.74,17560,17710,17330,44891,784428250,230363211540,13216478,KSQ,헬스케어
119650,KR7119650000,KC코트렐,KOSPI,,918,0,0,0.0,0,0,0,0,0,17100277254,18627753,STK,환경 관련 (제공하신 리스트에 정확히 매칭되는 항목이 없어 유사한 범주를 찾기 어려움)
119830,KR7119830008,아이텍,KOSDAQ,중견기업부,5970,1,130,2.23,5910,6100,5890,187490,1125538065,132041725740,22117542,KSQ,IT하드웨어/반도체
119850,KR7119850006,지엔씨에너지,KOSDAQ,우량기업부,29600,1,2600,9.63,28850,29850,27800,484770,14094908100,486887706400,16448909,KSQ,전력기기
120030,KR7120030002,조선선재,KOSPI,,101000,1,700,0.7,100300,101500,99800,839,84466750,127022751000,1257651,STK,철강/비철금속
120110,KR7120110002,코오롱인더,KOSPI,,33300,1,650,1.99,32900,33900,32800,63012,2107236175,916385730300,27519091,STK,정유/화학/가스
120240,KR7120240007,대정화금,KOSDAQ,우량기업부,13720,1,170,1.25,13550,13730,13510,23497,320264320,98652164520,7190391,KSQ,정유/화학/가스
121440,KR7121440002,골프존홀딩스,KOSDAQ,우량기업부,5620,1,250,4.66,5380,5660,5380,136981,759695355,240742917160,42836818,KSQ,엔터테인먼트
121600,KR7121600001,나노신소재,KOSDAQ,우량기업부,50400,1,1400,2.86,49900,51500,49800,34019,1722766900,614773051200,12197878,KSQ,디스플레이 소재
121850,KR7121850002,코이즈,KOSDAQ,벤처기업부,1000,2,-79,-7.32,1154,1154,980,579829,594105554,30614175000,30614175,KSQ,디스플레이 소재
121890,KR7121890008,에스디시스템,KOSDAQ,중견기업부,1820,2,-9,-0.49,1827,1828,1804,15980,28946068,24190431720,13291446,KSQ,IT하드웨어/반도체
122310,KR7122310006,제노레이,KOSDAQ,우량기업부,5850,2,-40,-0.68,5920,5920,5830,2835,16591610,85139987400,14553844,KSQ,진단기기/의료기기
122350,KR7122350002,삼기,KOSDAQ,중견기업부,1160,1,10,0.87,1167,1167,1142,21010,24267904,44473736480,38339428,KSQ,자동차 부품
122450,KR7122450000,KX,KOSDAQ,중견기업부,4085,1,200,5.15,3950,4130,3915,199417,810697968,185197412940,45335964,KSQ,IT소프트웨어
122640,KR7122640006,예스티,KOSDAQ,벤처기업부,14540,1,40,0.28,14520,14930,14400,25126,367045010,304541099700,20945055,KSQ,디스플레이 장비
122690,KR7122690001,서진오토모티브,KOSDAQ,우량기업부,2340,1,130,5.88,2210,2350,2205,66573,152741175,51115919400,21844410,KSQ,자동차 부품
122870,KR7122870009,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,85200,2,-800,-0.93,87500,87800,84800,129206,11105605400,1592477374800,18691049,KSQ,엔터테인먼트
122900,KR7122900004,아이마켓코리아,KOSPI,,8110,1,20,0.25,8100,8160,8090,20447,166265105,271107892400,33428840,STK,유통
122990,KR7122990005,와이솔,KOSDAQ,우량기업부,6525,1,85,1.32,6460,6565,6460,40954,267388820,180556752825,27671533,KSQ,IT하드웨어/반도체
123010,KR7123010001,아이윈플러스,KOSDAQ,기술성장기업부,1306,1,29,2.27,1277,1324,1277,128053,166225330,42652055852,32658542,KSQ,IT하드웨어/반도체
123040,KR7123040008,엠에스오토텍,KOSDAQ,우량기업부,2257,1,27,1.21,2215,2310,2215,118468,268559762,141352070843,62628299,KSQ,자동차 부품
123330,KR7123330003,제닉,KOSDAQ,벤처기업부,35700,2,-1800,-4.8,36750,36850,34050,124551,4482636425,284481876000,7968680,KSQ,화장품
123410,KR7123410003,코리아에프티,KOSDAQ,우량기업부,4590,1,45,0.99,4560,4615,4535,73267,334302734,127790483760,27841064,KSQ,자동차 부품
123420,KR7123420002,위메이드플레이,KOSDAQ,우량기업부,7040,1,100,1.44,6880,7090,6880,21058,147554560,80747687680,11469842,KSQ,게임
123570,KR7123570004,이엠넷,KOSDAQ,중견기업부,2400,1,25,1.05,2370,2420,2370,6853,16405180,53462587200,22276078,KSQ,미디어
123690,KR7123690000,한국화장품,KOSPI,,7080,1,150,2.16,6950,7100,6910,60815,427252760,113761440000,16068000,STK,화장품
123700,KR7123700007,SJM,KOSPI,,3365,1,15,0.45,3350,3365,3340,14386,48242445,52510481770,15604898,STK,음식료
123750,KR7123750002,알톤,KOSDAQ,중견기업부,1565,1,29,1.89,1551,1580,1543,6233,9776265,19947954805,12746297,KSQ,기타
123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,17470,2,-380,-2.13,17940,18020,17470,29470,520733860,211796060050,12123415,KSQ,IT하드웨어/반도체
123890,KR7123890006,한국자산신탁,KOSPI,,2515,1,40,1.62,2475,2530,2475,208323,522773781,307770423890,122373926,STK,기타금융
124500,KR7124500000,아이티센글로벌,KOSDAQ,중견기업부,12150,1,1120,10.15,11300,12420,11230,906135,10932540210,281935003050,23204527,KSQ,IT소프트웨어
124560,KR7124560004,태웅로직스,KOSDAQ,우량기업부,2955,1,25,0.85,2930,2970,2930,66799,196733373,112043505720,37916584,KSQ,운송/항공/물류
125210,KR7125210005,아모그린텍,KOSDAQ,우량기업부,6500,1,30,0.46,6500,6570,6450,43643,283899320,107229135000,16496790,KSQ,IT하드웨어/반도체
126340,KR7126340009,비나텍,KOSDAQ,벤처기업부,28500,1,50,0.18,28600,29300,28450,13302,381396725,181614483000,6372438,KSQ,이차전지 소재
126560,KR7126560002,현대퓨처넷,KOSPI,,3210,1,10,0.31,3215,3225,3175,219216,701478425,353751453450,110202945,STK,미디어
126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,3030,1,40,1.34,2965,3040,2965,12930,39052690,190183703970,62766899,KSQ,건자재
126640,KR7126640002,화신정공,KOSDAQ,우량기업부,1260,2,-37,-2.85,1270,1276,1251,393542,495653307,45831097620,36373887,KSQ,자동차 부품
126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,14580,1,140,0.97,14510,14720,14500,18407,269050850,217855992960,14942112,KSQ,디스플레이 장비
126720,KR7126720002,수산인더스트리,KOSPI,,26250,2,-600,-2.23,26000,26500,25600,78027,2035157100,375007500000,14286000,STK,조선/기계/중공업
126730,KR7126730001,코칩,KOSDAQ,벤처기업부,13100,1,220,1.71,12880,13140,12610,84432,1097216575,111395326000,8503460,KSQ,IT하드웨어/반도체
126880,KR7126880004,제이엔케이글로벌,KOSDAQ,우량기업부,3970,1,20,0.51,3955,4050,3955,26739,106542224,92123464910,23204903,KSQ,신재생에너지
127120,KR7127120004,제이에스링크,KOSDAQ,벤처기업부,8960,2,-320,-3.45,9280,9360,8780,59856,535262870,241726679040,26978424,KSQ,IT하드웨어/반도체
127710,KR7127710002,아시아경제,KOSDAQ,중견기업부,1197,2,-3,-0.25,1224,1224,1197,7896,9485437,41780186154,34904082,KSQ,미디어
127980,KR7127980001,화인써키트,KOSDAQ,중견기업부,6010,1,90,1.52,5920,6010,5920,4509,26925450,71162510840,11840684,KSQ,IT하드웨어/반도체
128540,KR7128540002,에코캡,KOSDAQ,우량기업부,1612,1,6,0.37,1606,1631,1595,27743,44531896,43025021520,26690460,KSQ,자동차 부품
128660,KR7128660008,피제이메탈,KOSDAQ,중견기업부,3020,1,35,1.17,2990,3020,2990,17060,51304550,74906174380,24803369,KSQ,철강/비철금속
128820,KR7128820008,대성산업,KOSPI,,4065,1,320,8.54,3830,4110,3765,580090,2317747079,183882218070,45235478,STK,유틸리티
128940,KR7128940004,한미약품,KOSPI,,297500,2,-7000,-2.3,304500,306500,296500,42808,12827772250,3811269822500,12810991,STK,바이오/제약/신약개발
129260,KR7129260006,인터지스,KOSPI,,2650,2,-30,-1.12,2730,2730,2610,75262,198863410,78831866100,29747874,STK,운송/항공/물류
129890,KR7129890000,앱코,KOSDAQ,벤처기업부,932,1,7,0.76,925,935,909,64634,59317118,47199658120,50643410,KSQ,IT하드웨어/반도체
129920,KR7129920005,대성하이텍,KOSDAQ,벤처기업부,4640,1,30,0.65,4620,4680,4615,55551,257598535,63637845920,13715053,KSQ,조선/기계/중공업
130500,KR7130500002,GH신소재,KOSDAQ,우량기업부,2680,1,20,0.75,2635,2695,2635,31956,85151886,38980739360,14545052,KSQ,건자재
130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,5230,2,-10,-0.19,5240,5280,5170,4745,24714620,80542000000,15400000,KSQ,기타금융
130660,KR7130660004,한전산업,KOSPI,,11260,2,-60,-0.53,11320,11340,11120,89860,1008170840,367076000000,32600000,STK,전력기기
130740,KR7130740004,티피씨글로벌,KOSDAQ,중견기업부,1759,2,-11,-0.62,1770,1780,1745,38781,68205782,19835678361,11276679,KSQ,로봇
131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,6090,1,40,0.66,6060,6110,6050,16165,98190770,98372756580,16153162,KSQ,바이오/제약/신약개발
131090,KR7131090003,시큐브,KOSDAQ,벤처기업부,4070,1,15,0.37,4055,4100,4030,4306,17441295,32560000000,8000000,KSQ,IT소프트웨어
131100,KR7131100000,티엔엔터테인먼트,KOSDAQ,중견기업부,1378,2,-13,-0.93,1400,1400,1375,7750,10731538,38650491256,28048252,KSQ,엔터테인먼트
131180,KR7131180002,딜리,KOSDAQ,벤처기업부,979,1,10,1.03,969,980,969,9222,9000437,28733650000,29350000,KSQ,조선/기계/중공업
131220,KR7131220006,대한과학,KOSDAQ,벤처기업부,5120,2,-50,-0.97,5130,5170,5050,33565,171007500,38166988800,7454490,KSQ,진단기기/의료기기
131290,KR7131290009,티에스이,KOSDAQ,우량기업부,40200,1,400,1.01,40500,40950,40150,21084,857443250,444669445800,11061429,KSQ,반도체 장비
131370,KR7131370009,알서포트,KOSDAQ,벤처기업부,3385,1,25,0.74,3405,3405,3325,232306,781119045,180309075955,53267083,KSQ,IT소프트웨어
131400,KR7131400004,이브이첨단소재,KOSDAQ,벤처기업부,1393,1,13,0.94,1380,1405,1366,75242,104665383,83008705626,59589882,KSQ,디스플레이 소재
131760,KR7131760001,파인텍,KOSDAQ,벤처기업부,810,3,0,0.0,812,821,807,59138,48062566,35179582230,43431583,KSQ,디스플레이 장비
131970,KR7131970006,두산테스나,KOSDAQ GLOBAL,우량기업부,27750,3,0,0.0,27750,28200,27100,127685,3536004975,536330854500,19327238,KSQ,반도체
133750,KR7133750000,메가엠디,KOSDAQ,중견기업부,2150,3,0,0.0,2150,2185,2115,116842,252031045,50325215550,23407077,KSQ,기타
133820,KR7133820001,화인베스틸,KOSPI,,849,2,-7,-0.82,856,868,848,97849,83353841,26171374182,30826118,STK,철강/비철금속
134060,KR7134060003,이퓨쳐,KOSDAQ,벤처기업부,4340,2,-110,-2.47,4405,4405,4315,10384,45155173,20698545000,4769250,KSQ,IT소프트웨어
134380,KR7134380005,미원화학,KOSPI,,79000,2,-800,-1.0,80000,80000,79000,215,17115000,173742172000,2199268,STK,정유/화학/가스
134580,KR7134580000,탑코미디어,KOSDAQ,중견기업부,1863,1,27,1.47,1950,1950,1855,55110,104454453,91834999587,49294149,KSQ,미디어
134790,KR7134790005,시디즈,KOSPI,,29200,1,200,0.69,29050,29400,28850,2728,79724100,58400000000,2000000,STK,홈리빙/가구
136410,KR7136410008,아셈스,KOSDAQ,벤처기업부,8100,1,10,0.12,8070,8330,8060,4814,38950630,89254758600,11019106,KSQ,IT하드웨어/반도체
136480,KR7136480001,하림,KOSDAQ,중견기업부,3150,1,20,0.64,3115,3155,3115,643216,2016331563,334560561300,106209702,KSQ,음식료
136490,KR7136490000,선진,KOSPI,,10190,2,-20,-0.2,10290,10290,9850,112783,1145298310,242314164760,23779604,STK,음식료
136540,KR7136540002,윈스테크넷,KOSDAQ,우량기업부,12210,1,120,0.99,12180,12290,12140,3100,37750090,149935698660,12279746,KSQ,IT소프트웨어
137080,KR7137080008,나래나노텍,KOSDAQ,벤처기업부,3135,1,45,1.46,3090,3150,3060,6795,20987085,34671287970,11059422,KSQ,디스플레이 장비
137310,KR7137310009,에스디바이오센서,KOSPI,,11600,1,130,1.13,11530,11810,11520,143797,1674813820,1412289583200,121749102,STK,진단기기/의료기기
137400,KR7137400008,피엔티,KOSDAQ GLOBAL,우량기업부,32250,1,600,1.9,32000,33150,32000,119501,3891669425,765714523500,23743086,KSQ,이차전지 장비
137940,KR7137940003,넥스트아이,KOSDAQ,중견기업부,391,2,-34,-8.0,390,406,365,3317101,1285376614,33379275872,85368992,KSQ,미용기기
137950,KR7137950002,제이씨케미칼,KOSDAQ,우량기업부,3930,1,65,1.68,3865,3955,3865,20419,79998020,87512509020,22267814,KSQ,정유/화학/가스
138040,KR7138040001,메리츠금융지주,KOSPI,,115000,1,3700,3.32,111400,115400,111400,169857,19396340500,20701664395000,180014473,STK,지주회사
138070,KR7138070008,신진에스엠,KOSDAQ,중견기업부,2410,1,25,1.05,2390,2415,2370,38685,92679920,42182721640,17503204,KSQ,자동차 부품
138080,KR7138080007,오이솔루션,KOSDAQ,벤처기업부,10200,1,20,0.2,10180,10340,10000,23874,242990530,108365769000,10624095,KSQ,통신
138360,KR7138360003,협진,KOSDAQ,중견기업부,736,1,1,0.14,741,741,715,105103,76445572,35584310528,48348248,KSQ,의류
138490,KR7138490008,코오롱ENP,KOSPI,,6690,1,70,1.06,6660,6780,6630,22999,153475280,254220000000,38000000,STK,정유/화학/가스
138610,KR7138610001,나이벡,KOSDAQ,기술성장기업부,31050,2,-3250,-9.48,32400,32650,30600,368728,11636630075,342555057450,11032369,KSQ,바이오/제약/신약개발
138930,KR7138930003,BNK금융지주,KOSPI,,11140,1,390,3.63,10920,11260,10870,835657,9335089770,3546792401660,318383519,STK,지주회사
139130,KR7139130009,iM금융지주,KOSPI,,11280,1,220,1.99,11060,11370,11060,291967,3288880300,1876911156240,166392833,STK,지주회사
139480,KR7139480008,이마트,KOSPI,,87600,1,3000,3.55,85300,87800,83700,91075,7860281450,2417393744400,27595819,STK,유통
139670,KR7139670004,키네마스터,KOSDAQ,중견기업부,2670,1,15,0.56,2655,2700,2650,2885,7736576,37697222700,14118810,KSQ,IT소프트웨어
139990,KR7139990006,아주스틸,KOSPI,,4060,1,45,1.12,4020,4140,3995,26900,108516430,157346980840,38755414,STK,철강/비철금속
140070,KR7140070004,서플러스글로벌,KOSDAQ,우량기업부,2490,3,0,0.0,2490,2520,2480,15319,38163210,92100120000,36988000,KSQ,반도체 장비
140410,KR7140410002,메지온,KOSDAQ,중견기업부,39450,2,-50,-0.13,39250,41300,38050,81725,3253309775,1183789563000,30007340,KSQ,바이오/제약/신약개발
140430,KR7140430000,카티스,KOSDAQ,벤처기업부,2415,1,75,3.21,2365,2440,2355,88181,211602005,46131858885,19102219,KSQ,자동차 부품
140520,KR7140520008,대창스틸,KOSDAQ,우량기업부,2215,1,30,1.37,2220,2230,2215,14568,32391285,46756973245,21109243,KSQ,철강/비철금속
140670,KR7140670001,알에스오토메이션,KOSDAQ,벤처기업부,15700,1,710,4.74,15140,15800,15090,128318,1990097820,146059298000,9303140,KSQ,전력기기
140860,KR7140860008,파크시스템스,KOSDAQ,우량기업부,259500,1,2500,0.97,262500,265500,259000,13033,3407293750,1813899031500,6989977,KSQ,반도체 장비
140910,KR7140910001,에이리츠,KOSPI,,3130,0,0,0.0,0,0,0,0,0,13969290160,4463032,STK,기타금융
141000,KR7141000000,비아트론,KOSDAQ,벤처기업부,8160,1,50,0.62,8120,8190,8080,5564,45206810,98856033600,12114710,KSQ,디스플레이 장비
141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,112200,2,-2500,-2.18,114800,115700,109100,251196,28004097100,4107679923600,36610338,KSQ,바이오/제약/신약개발
142210,KR7142210004,유니트론텍,KOSDAQ,우량기업부,5870,1,180,3.16,5760,5920,5710,73568,428673625,112974560040,19246092,KSQ,IT하드웨어/반도체
142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,4320,2,-35,-0.8,4340,4385,4250,273215,1177977557,93925120320,21741926,KSQ,진단기기/의료기기
142760,KR7142760008,모아라이프플러스,KOSDAQ,기술성장기업부,1369,2,-15,-1.08,1370,1392,1330,22191,30314240,51658956259,37734811,KSQ,기타금융
143160,KR7143160000,아이디스,KOSDAQ,우량기업부,15260,1,90,0.59,15170,15340,15090,6599,100248930,163532111400,10716390,KSQ,IT하드웨어/반도체
143210,KR7143210003,핸즈코퍼레이션,KOSPI,,1646,1,7,0.43,1639,1650,1639,7071,11637605,36007479562,21875747,STK,자동차 부품
143240,KR7143240000,사람인,KOSDAQ,우량기업부,14550,1,160,1.11,14710,14710,14490,8824,128570810,170369776650,11709263,KSQ,IT소프트웨어
143540,KR7143540003,영우디에스피,KOSDAQ,벤처기업부,598,1,10,1.7,588,602,588,18769,11157517,26670737210,44599895,KSQ,반도체 장비
144510,KR7144510005,지씨셀,KOSDAQ,중견기업부,22150,1,100,0.45,21750,22500,21750,29464,652790875,349977619600,15800344,KSQ,바이오/제약/신약개발
144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,4885,1,25,0.51,4920,4930,4855,47451,231672932,213438468240,43692624,KSQ,반도체 장비
145020,KR7145020004,휴젤,KOSDAQ GLOBAL,우량기업부,340500,1,4000,1.19,340000,344500,337500,26220,8955823750,4189523236500,12304033,KSQ,바이오/제약/신약개발
145170,KR7145170007,노브랜드,KOSDAQ,중견기업부,5280,1,70,1.34,5200,5320,5190,14636,77110090,89276378400,16908405,KSQ,음식료
145210,KR7145210001,다이나믹디자인,KOSPI,,1023,2,-7,-0.68,1030,1050,990,24335,24797483,36802193802,35974774,STK,방위산업
145270,KR7145270005,케이탑리츠,KOSPI,,932,1,3,0.32,929,936,929,47584,44321737,44792641368,48060774,STK,기타금융
145720,KR7145720009,덴티움,KOSPI,,63400,1,2200,3.59,61800,63800,61800,25013,1572403300,701763822000,11068830,STK,진단기기/의료기기
145990,KR7145990008,삼양사,KOSPI,,51400,1,400,0.78,51300,51700,50800,10664,547486950,530111278600,10313449,STK,음식료
146060,KR7146060009,율촌,KOSDAQ,중견기업부,1402,1,52,3.85,1365,1424,1353,56733,79607903,33669864190,24015595,KSQ,건설
146320,KR7146320007,비씨엔씨,KOSDAQ,벤처기업부,9090,2,-20,-0.22,9040,9250,9040,5308,48430730,116333120070,12797923,KSQ,화장품
