Date,Code,Name,Sector,MarketCap,Price,Sales (2024),OpIncome (2024),NetIncome (2024),Sales (2025),OpIncome (2025),NetIncome (2025),FY-PER,FY-PBR,FY-ROE,FY-SalesGrowth,FY-OpGrowth,FY-NetGrowth,DivYield,DivPayout
2025-5-20,078930,GS,지주회사,36701,39450,252975.0,30602.0,30602.0,254245.0,28835.0,,5.72,0.26,4.59,0.5,-5.77,-1.1,6.84,45.09
2025-5-20,004800,효성,지주회사,9073,54400,22728.0,2211.0,2211.0,24510.0,2130.0,,6.28,0.4,6.58,7.84,-3.66,-66.76,5.51,12.46
2025-5-20,000880,한화,지주회사,38678,50200,556468.0,24161.0,24161.0,666143.0,37079.0,,6.52,0.42,6.67,19.71,53.47,19.4,1.59,10.11
2025-5-20,267250,HD현대,지주회사,65011,82400,677656.0,29832.0,29832.0,705777.0,49175.0,,6.96,0.66,10.33,4.15,64.84,67.3,4.37,55.87
2025-5-20,060980,HL홀딩스,지주회사,3634,37950,13711.0,904.0,904.0,13778.0,1007.0,,7.23,0.34,4.74,0.49,11.39,169.7,5.27,102.2
2025-5-20,003030,세아제강지주,지주회사,9090,226000,36751.0,2116.0,2116.0,38190.0,2740.0,,7.31,0.44,6.21,3.92,29.49,70.94,0.8,17.41
2025-5-20,001800,오리온홀딩스,지주회사,11833,18820,31952.0,5062.0,5062.0,34334.0,5774.0,,7.61,0.47,6.39,7.45,14.07,-3.65,4.25,31.2
2025-5-20,000640,동아쏘시오홀딩스,지주회사,6595,99700,13332.0,821.0,821.0,14768.0,1014.0,,7.94,0.58,7.58,10.77,23.51,44.1,1.65,18.59
2025-5-20,003550,LG,지주회사,108537,68800,71755.0,9668.0,9668.0,80231.0,16804.0,,8.18,0.39,4.9,11.81,73.81,83.87,4.51,86.47
2025-5-20,138040,메리츠금융지주,지주회사,203236,110900,40217.0,31889.0,31889.0,41876.0,31695.0,,8.53,1.74,22.86,4.13,-0.61,2.04,1.22,11.35
2025-5-20,081660,미스토홀딩스,지주회사,22806,35800,42687.0,3608.0,3608.0,43651.0,4762.0,,9.02,0.96,11.44,2.26,31.98,66.59,3.35,85.84
2025-5-20,010060,OCI홀딩스,지주회사,14656,72000,35774.0,1015.0,1015.0,38459.0,2140.0,,9.61,0.34,3.55,7.51,110.84,42.83,3.06,43.96
2025-5-20,001430,세아베스틸지주,지주회사,6634,19380,36361.0,523.0,523.0,36274.0,1118.0,,9.87,0.35,3.61,-0.24,113.77,237.93,6.19,212.77
2025-5-20,001630,종근당홀딩스,지주회사,2502,48100,9578.0,355.0,355.0,10349.0,429.0,,10.95,0.39,3.7,8.05,20.85,-23.08,2.91,20.88
2025-5-20,047050,포스코인터내셔널,지주회사,83475,47700,323408.0,11169.0,11169.0,331996.0,11546.0,,11.67,1.2,10.65,2.66,3.38,44.52,3.25,52.99
2025-5-20,001040,CJ,지주회사,37171,121150,436467.0,25475.0,25475.0,456229.0,28429.0,,12.52,0.73,6.13,4.53,11.6,438.56,2.48,106.5
2025-5-20,002790,아모레퍼시픽홀딩스,지주회사,18116,22800,42599.0,2493.0,2493.0,45779.0,4174.0,,15.29,0.61,4.19,7.46,67.43,-50.08,1.45,12.57
2025-5-20,034730,SK,지주회사,100706,139400,1246904.0,20629.0,23553.0,1256289.0,50588.0,,15.9,0.36,2.49,0.75,145.23,234.61,5.02,-39.73
2025-5-20,000150,두산,지주회사,65434,410500,181329.0,10038.0,10038.0,182694.0,12675.0,,28.67,4.83,19.69,0.75,26.27,75.78,0.49,-18.94
2025-5-20,004990,롯데지주,지주회사,25125,24350,157570.0,3405.0,3405.0,165130.0,4670.0,,91.89,0.34,0.47,4.8,37.15,-106.45,4.93,-12.45
2025-5-20,043150,바텍,진단기기/의료기기,3037,19670,3852.0,540.0,540.0,4095.0,577.0,,5.48,0.58,11.13,6.31,6.85,-2.89,0.51,2.69
2025-5-20,145720,덴티움,진단기기/의료기기,7039,62700,4078.0,985.0,985.0,4189.0,936.0,,9.17,1.07,12.79,2.72,-4.97,4.7,0.96,9.13
2025-5-20,100120,뷰웍스,진단기기/의료기기,2364,23150,2229.0,223.0,223.0,2361.0,216.0,,11.74,0.86,8.14,5.92,-3.14,-9.0,2.59,28.18
2025-5-20,240550,동방메디컬,진단기기/의료기기,2368,11410,1051.0,150.0,150.0,1308.0,240.0,,12.4,2.4,21.06,24.45,60.0,551.61,,
2025-5-20,228850,레이언스,진단기기/의료기기,1099,6650,1256.0,66.0,66.0,1237.0,66.0,,12.62,0.42,3.58,-1.51,0.0,9.09,1.5,21.19
2025-5-20,039840,디오,진단기기/의료기기,2942,19610,1197.0,-407.0,-407.0,1642.0,196.0,,17.65,1.23,7.96,37.18,-148.16,-137.53,,
2025-5-20,226400,오스테오닉,진단기기/의료기기,1355,6750,342.0,69.0,69.0,441.0,102.0,,19.62,2.09,11.51,28.95,47.83,24.56,,
2025-5-20,096530,씨젠,진단기기/의료기기,16372,31350,4143.0,-165.0,-165.0,4865.0,541.0,,20.28,1.33,8.03,17.43,-427.88,-498.52,2.55,-205.66
2025-5-20,228670,레이,진단기기/의료기기,1313,8290,798.0,-443.0,-443.0,1169.0,75.0,,26.49,1.67,6.48,46.49,-116.93,-104.74,,
2025-5-20,099190,아이센스,진단기기/의료기기,4675,16680,2911.0,27.0,27.0,3216.0,73.0,,256.62,1.44,0.56,10.48,170.37,-200.0,0.6,-153.85
2025-5-20,058430,포스코스틸리온,철강/비철금속,2286,37150,12099.0,519.0,519.0,12090.0,520.0,,5.57,0.53,9.94,-0.07,0.19,16.15,5.81,37.83
2025-5-20,084010,대한제강,철강/비철금속,3779,16160,12245.0,103.0,103.0,11890.0,250.0,,7.42,0.41,6.38,-2.9,142.72,35.0,3.09,31.19
2025-5-20,103140,풍산,철강/비철금속,16394,58300,45544.0,3238.0,3238.0,50127.0,3335.0,,7.55,0.69,9.52,10.06,3.0,-3.98,4.46,30.87
2025-5-20,014620,성광벤드,철강/비철금속,6954,25250,2277.0,420.0,420.0,2728.0,572.0,,13.68,1.2,9.48,19.81,36.19,21.22,0.79,13.91
2025-5-20,005490,POSCO홀딩스,철강/비철금속,203141,241500,726881.0,21736.0,21736.0,722812.0,27149.0,,13.94,0.34,2.53,-0.56,24.9,63.3,4.14,76.49
2025-5-20,002710,TCC스틸,철강/비철금속,5093,17360,5821.0,123.0,123.0,6060.0,135.0,,23.94,1.69,7.25,4.11,9.76,-5.94,0.58,13.0
2025-5-20,004020,현대제철,철강/비철금속,34629,24950,232261.0,1595.0,1595.0,231191.0,4307.0,,24.06,0.17,0.73,-0.46,170.03,1531.82,3.01,-862.07
2025-5-20,010130,고려아연,철강/비철금속,169766,800000,120529.0,7235.0,7235.0,140803.0,8845.0,,44.52,1.59,4.75,16.82,22.25,89.32,2.19,190.42
2025-5-20,029780,삼성카드,카드,48834,41800,27898.0,8854.0,8854.0,43224.0,8802.0,,7.36,0.52,7.6,54.94,-0.59,-0.99,6.7,48.81
2025-5-20,030200,KT,통신,129791,51600,264312.0,8095.0,8095.0,276789.0,24611.0,,7.65,0.75,10.19,4.72,204.03,337.4,3.88,108.11
2025-5-20,032640,LG유플러스,통신,56584,12880,146252.0,8631.0,8631.0,150284.0,9909.0,,9.08,0.63,7.11,2.76,14.81,96.95,5.05,75.76
2025-5-20,073490,이노와이어리스,통신,1495,17920,1897.0,24.0,24.0,2135.0,149.0,,9.27,0.74,8.34,12.55,520.83,406.9,0.67,36.04
2025-5-20,017670,SK텔레콤,통신,109972,51700,179406.0,18234.0,18234.0,178964.0,18763.0,,9.39,0.92,9.96,-0.25,2.9,-12.03,6.85,60.93
2025-5-20,050890,쏠리드,통신,3925,6165,3311.0,351.0,351.0,3545.0,396.0,,10.57,1.05,10.51,7.07,12.82,-22.94,0.81,6.63
2025-5-20,189300,인텔리안테크,통신,4239,38350,2578.0,-194.0,-194.0,3454.0,151.0,,27.18,1.42,5.57,33.98,-177.84,-600.0,0.26,-35.59
2025-5-20,033780,KT&G,필수소비재,141958,118300,59088.0,11888.0,11888.0,63229.0,13059.0,,13.27,1.37,11.66,7.01,9.85,-6.07,4.56,60.17
2025-5-20,041830,인바디,헬스케어,3208,23700,2045.0,367.0,367.0,2307.0,410.0,,8.78,0.97,12.52,12.81,11.72,11.62,1.69,16.52
2025-5-20,054950,제이브이엠,헬스케어,3016,26150,1594.0,307.0,307.0,1747.0,360.0,,9.9,1.28,15.0,9.6,17.26,10.76,1.91,20.96
2025-5-20,194700,노바렉스,헬스케어,2831,15390,2977.0,232.0,232.0,3584.0,327.0,,10.31,1.17,12.01,20.39,40.95,18.07,1.3,16.3
2025-5-20,008490,서흥,헬스케어,1891,18230,6533.0,338.0,338.0,6946.0,372.0,,10.39,0.43,4.38,6.32,10.06,-6.02,1.1,12.66
2025-5-20,234690,녹십자웰빙,헬스케어,1556,9100,1338.0,130.0,130.0,1725.0,167.0,,12.8,1.4,11.45,28.92,28.46,77.46,1.32,30.15
2025-5-20,200130,콜마비앤에이치,헬스케어,4153,14180,6156.0,246.0,246.0,6504.0,327.0,,17.42,0.98,5.91,5.65,32.93,29.65,2.17,50.16
2025-5-20,009450,경동나비엔,홈리빙/가구,11450,75800,13539.0,1326.0,1326.0,15366.0,1551.0,,8.22,1.33,17.62,13.49,16.97,15.61,0.86,7.62
2025-5-20,079430,현대리바트,홈리빙/가구,1622,7630,18707.0,240.0,240.0,16188.0,272.0,,8.56,0.36,4.36,-13.47,13.33,20.39,1.7,17.59
2025-5-20,021240,코웨이,홈리빙/가구,70604,92900,43101.0,7954.0,7954.0,49019.0,8896.0,,10.82,1.79,18.13,13.73,11.84,9.6,2.83,34.32
2025-5-20,009240,한샘,홈리빙/가구,9872,41350,19084.0,312.0,312.0,19084.0,370.0,,32.03,1.56,8.6,0.0,18.59,-79.88,20.63,132.82
2025-5-20,241710,코스메카코리아,화장품,4587,42400,5243.0,604.0,604.0,5687.0,677.0,,9.75,1.74,19.4,8.47,12.09,0.0,0.24,2.5
2025-5-20,123330,제닉,화장품,2051,27350,499.0,60.0,60.0,963.0,270.0,,10.18,4.66,65.09,92.99,350.0,181.58,,
2025-5-20,114840,아이패밀리에스씨,화장품,3316,18050,2049.0,336.0,336.0,2340.0,366.0,,10.39,2.6,28.43,14.2,8.93,6.36,0.65,7.18
2025-5-20,237880,클리오,화장품,2918,15660,3514.0,246.0,246.0,3740.0,285.0,,11.42,1.07,10.17,6.43,15.85,-6.62,2.55,25.94
2025-5-20,018290,브이티,화장품,14551,42150,4317.0,1109.0,1109.0,4843.0,1324.0,,15.17,4.34,34.56,12.18,19.39,12.88,,
2025-5-20,161890,한국콜마,화장품,19686,84500,24521.0,1939.0,1939.0,27646.0,2592.0,,16.49,2.23,14.34,12.74,33.68,28.25,0.85,18.8
2025-5-20,192820,코스맥스,화장품,23720,205000,21661.0,1754.0,1754.0,25219.0,2306.0,,18.61,3.96,23.56,16.43,31.47,42.42,1.12,30.42
2025-5-20,051900,LG생활건강,화장품,49900,311500,68119.0,4590.0,4590.0,68542.0,4947.0,,19.4,0.94,5.01,0.62,7.78,48.16,1.12,32.79
2025-5-20,146320,비씨엔씨,화장품,1178,9210,774.0,-21.0,-21.0,937.0,74.0,,22.68,1.51,6.89,21.06,-452.38,-326.09,,
2025-5-20,278470,에이피알,화장품,41754,113800,7228.0,1227.0,1227.0,11535.0,2212.0,,22.81,7.45,44.73,59.59,80.28,74.07,,
2025-5-20,090430,아모레퍼시픽,화장품,71127,122200,38851.0,2205.0,2205.0,43619.0,4180.0,,24.26,1.51,6.43,12.27,89.57,-41.66,0.92,13.1
2025-5-20,214370,케어젠,화장품,17887,33700,826.0,343.0,343.0,1032.0,514.0,,41.25,5.98,19.36,24.94,49.85,35.91,1.9,106.31
