Date,Code,Name,Sector,MarketCap,Price,Sales (2024),OpIncome (2024),NetIncome (2024),Sales (2025),OpIncome (2025),NetIncome (2025),FY-PER,FY-PBR,FY-ROE,FY-SalesGrowth,FY-OpGrowth,FY-NetGrowth,DivYield,DivPayout
2025-5-20,004980,성신양회,건자재,2218,8850,11626.0,532.0,532.0,10940.0,400.0,,10.64,0.38,3.62,-5.9,-24.81,-53.74,3.95,19.55
2025-5-20,025900,동화기업,건자재,4267,8280,9180.0,167.0,167.0,9470.0,390.0,,20.91,0.45,2.24,3.16,133.53,-254.32,,
2025-5-20,192080,더블유게임즈,게임,11306,50300,6335.0,2487.0,2487.0,6948.0,2532.0,,6.28,0.82,14.43,9.68,1.81,-7.11,2.39,13.78
2025-5-20,069080,웹젠,게임,4882,13480,2147.0,546.0,546.0,2005.0,442.0,,11.42,0.59,5.94,-6.61,-19.05,-28.17,2.23,18.42
2025-5-20,112040,위메이드,게임,8639,23950,7119.0,71.0,71.0,6975.0,797.0,,13.78,1.78,13.46,-2.02,1022.54,-63.6,,
2025-5-20,095660,네오위즈,게임,5551,24950,3668.0,329.0,329.0,3854.0,448.0,,14.04,0.94,7.67,5.07,36.17,-604.29,,
2025-5-20,194480,데브시스터즈,게임,4525,37700,2362.0,272.0,272.0,3318.0,342.0,,14.07,2.05,19.4,40.47,25.74,15.9,,
2025-5-20,259960,크래프톤,게임,179693,379500,27098.0,11825.0,11825.0,32419.0,14592.0,,15.11,2.26,16.25,19.64,23.4,-7.51,,
2025-5-20,078340,컴투스,게임,4846,37800,6939.0,61.0,61.0,7651.0,336.0,,18.0,0.44,2.76,10.26,450.82,-113.42,3.44,-15.36
2025-5-20,036570,엔씨소프트,게임,33867,156100,15781.0,-1092.0,-1092.0,15608.0,564.0,,20.81,0.85,5.22,-1.1,-151.65,72.37,0.94,34.02
2025-5-20,263750,펄어비스,게임,24221,36350,3424.0,-123.0,-123.0,5362.0,1134.0,,20.82,2.47,13.06,56.6,-1021.95,86.07,,
2025-5-20,251270,넷마블,게임,43578,51600,26638.0,2156.0,2156.0,27243.0,2499.0,,22.63,0.74,3.56,2.27,15.91,6387.5,0.81,139.93
2025-5-20,213500,한솔제지,기타,2025,8280,22158.0,220.0,220.0,22672.0,1006.0,,4.57,0.32,6.59,2.32,357.27,-242.11,6.04,-39.15
2025-5-20,215200,메가스터디교육,기타,5773,52000,9422.0,1236.0,1236.0,9261.0,1217.0,,6.37,0.95,17.81,-1.71,-1.54,83.67,2.88,37.58
2025-5-20,070960,모나용평,기타,2105,4380,2678.0,270.0,270.0,2871.0,298.0,,14.13,0.52,3.75,7.21,10.37,88.61,,
2025-5-20,123890,한국자산신탁,기타금융,2943,2370,2264.0,518.0,518.0,2080.0,690.0,,5.95,0.26,4.56,-8.13,33.2,30.48,4.22,33.11
2025-5-20,030190,NICE평가정보,기타금융,8536,14480,5350.0,868.0,868.0,5920.0,996.0,,10.9,1.82,18.06,10.65,14.75,6.58,3.18,36.31
2025-5-20,034830,한국토지신탁,기타금융,2706,1094,2363.0,339.0,339.0,2250.0,460.0,,13.18,0.27,2.19,-4.78,35.69,-211.11,6.4,-107.69
2025-5-20,272290,이녹스첨단소재,디스플레이 소재,4874,22900,4228.0,868.0,868.0,4499.0,1071.0,,5.42,0.8,17.01,6.41,23.39,20.97,1.53,10.01
2025-5-20,148150,세경하이테크,디스플레이 소재,2546,6800,3203.0,315.0,315.0,3151.0,304.0,,9.13,1.2,14.12,-1.62,-3.49,-10.17,1.47,12.0
2025-5-20,213420,덕산네오룩스,디스플레이 소재,7995,32200,2123.0,525.0,525.0,3047.0,729.0,,12.5,1.69,14.85,43.52,38.86,41.7,,
2025-5-20,121600,나노신소재,디스플레이 소재,6611,48200,878.0,30.0,30.0,1095.0,69.0,,130.62,2.24,1.79,24.72,130.0,-336.84,0.52,-165.56
2025-5-20,265520,AP시스템,디스플레이 장비,2691,16250,5167.0,472.0,472.0,5563.0,617.0,,4.13,0.57,15.77,7.66,30.72,16.02,3.26,15.64
2025-5-20,126700,하이비젼시스템,디스플레이 장비,2483,14690,3120.0,310.0,310.0,3348.0,394.0,,6.27,0.66,12.63,7.31,27.1,-10.89,2.72,15.17
2025-5-20,083930,아바코,디스플레이 장비,2044,13200,3055.0,211.0,211.0,3611.0,334.0,,6.58,0.83,13.77,18.2,58.29,17.8,3.79,28.47
2025-5-20,114810,한솔아이원스,디스플레이 장비,2323,7590,1571.0,231.0,231.0,1920.0,360.0,,7.05,0.98,15.69,22.22,55.84,-0.32,,
2025-5-20,171090,선익시스템,디스플레이 장비,3628,36550,1129.0,79.0,79.0,3509.0,562.0,,7.73,3.65,65.85,210.81,611.39,-260.5,,
2025-5-20,056190,에스에프에이,디스플레이 장비,7899,21500,20454.0,-484.0,-484.0,17842.0,1630.0,,8.08,0.67,10.1,-12.77,-436.78,-467.6,1.26,-13.35
2025-5-20,122640,예스티,디스플레이 장비,3215,14430,1001.0,113.0,113.0,1088.0,128.0,,21.25,2.15,11.1,8.69,13.27,32.14,,
2025-5-20,079900,전진건설로봇,로봇,7267,52100,1698.0,313.0,313.0,1850.0,383.0,,22.04,4.58,21.79,8.95,22.36,9.87,2.45,61.87
2025-5-20,108490,로보티즈,로봇,7002,61000,300.0,-30.0,-30.0,457.0,43.0,,311.22,7.91,2.7,52.33,-243.33,-186.67,,
2025-5-20,160190,하이젠알앤엠,로봇,11799,36700,759.0,-4.0,-4.0,853.0,24.0,,421.84,18.0,4.63,12.38,-700.0,-372.73,,
2025-5-20,214320,이노션,미디어,7192,17620,21206.0,1557.0,1557.0,22068.0,1646.0,,7.32,0.68,9.44,4.06,5.72,0.69,6.67,46.89
2025-5-20,230360,에코마케팅,미디어,2699,8155,3572.0,470.0,470.0,3854.0,507.0,,7.46,1.04,13.99,7.89,7.87,11.05,6.13,52.91
2025-5-20,068930,디지털대성,미디어,2133,7640,2177.0,237.0,237.0,2617.0,350.0,,8.81,1.18,15.75,20.21,47.68,55.28,6.54,91.24
2025-5-20,089600,KT나스미디어,미디어,1775,14950,1426.0,199.0,199.0,1275.0,229.0,,8.91,0.79,9.46,-10.59,15.08,-530.43,4.68,-125.45
2025-5-20,067160,SOOP,미디어,9759,85600,4132.0,1135.0,1135.0,4844.0,1303.0,,9.04,1.91,25.84,17.23,14.8,7.52,1.75,17.04
2025-5-20,030000,제일기획,미디어,21248,18150,43443.0,3207.0,3207.0,45490.0,3458.0,,9.39,1.14,14.8,4.71,7.83,6.77,6.78,68.18
2025-5-20,043610,KT지니뮤직,미디어,1234,2055,3016.0,122.0,122.0,3332.0,180.0,,11.61,0.68,6.04,10.48,47.54,-200.0,,
2025-5-20,037560,LG헬로비전,미디어,2040,2540,11964.0,135.0,135.0,12071.0,251.0,,13.16,0.43,3.32,0.89,85.93,-114.12,,
2025-5-20,034120,SBS,미디어,4201,24300,10467.0,-192.0,-192.0,9566.0,318.0,,16.07,0.48,3.06,-8.61,-265.62,-7.4,,
2025-5-20,053210,스카이라이프,미디어,2076,4365,10229.0,-11.0,-11.0,10157.0,195.0,,21.29,0.35,1.73,-0.7,-1872.73,-104.61,8.02,-12.24
2025-5-20,019680,대교,미디어,1969,2330,6635.0,-16.0,-16.0,6467.0,51.0,,179.23,0.56,0.45,-2.53,-418.75,-65.0,0.0,0.0
2025-5-20,095720,웅진씽크빅,미디어,1952,1715,8672.0,92.0,92.0,8675.0,96.0,,857.5,0.69,0.07,0.03,4.35,-101.01,5.25,-53.57
2025-5-20,251970,펌텍코리아,미용기기,7291,57700,3375.0,484.0,484.0,3851.0,569.0,,17.38,2.37,14.53,14.1,17.56,18.8,0.73,15.93
2025-5-20,214150,클래시스,미용기기,42840,58200,2429.0,1224.0,1224.0,3536.0,1816.0,,26.18,6.66,28.38,45.57,48.37,49.13,0.44,16.94
2025-5-20,234080,JW생명과학,바이오/제약/신약개발,1901,11830,2225.0,359.0,359.0,2435.0,396.0,,6.48,0.87,14.15,9.44,10.31,-34.32,4.23,18.0
2025-5-20,016580,환인제약,바이오/제약/신약개발,2142,11220,2596.0,215.0,215.0,2683.0,235.0,,8.81,0.52,6.15,3.35,9.3,1.28,2.67,23.87
2025-5-20,003220,대원제약,바이오/제약/신약개발,3117,13270,5982.0,282.0,282.0,6478.0,430.0,,9.17,0.98,11.53,8.29,52.48,272.22,2.26,47.32
2025-5-20,086450,동국제약,바이오/제약/신약개발,7504,17300,8122.0,804.0,804.0,9043.0,964.0,,11.54,1.18,10.72,11.34,19.9,18.78,1.16,14.78
2025-5-20,069620,대웅제약,바이오/제약/신약개발,16638,139000,14227.0,1479.0,1479.0,15107.0,1735.0,,12.56,1.73,14.91,6.19,17.31,427.9,0.43,28.1
2025-5-20,003850,보령,바이오/제약/신약개발,7309,8260,10171.0,705.0,705.0,10393.0,747.0,,12.91,0.85,6.92,2.18,5.96,-20.98,1.21,10.2
2025-5-20,099430,바이오플러스,바이오/제약/신약개발,4646,7580,664.0,237.0,237.0,1086.0,450.0,,14.66,2.73,21.57,63.55,89.87,124.57,0.66,21.46
2025-5-20,176750,듀켐바이오,바이오/제약/신약개발,3093,9930,356.0,51.0,51.0,538.0,170.0,,17.99,4.72,30.87,51.12,233.33,96.25,,
2025-5-20,256940,킵스파마,바이오/제약/신약개발,2655,16340,1276.0,62.0,62.0,2285.0,190.0,,18.89,4.4,27.27,79.08,206.45,931.25,,
2025-5-20,145020,휴젤,바이오/제약/신약개발,44051,345000,3730.0,1662.0,1662.0,4508.0,2184.0,,24.69,3.12,18.9,20.86,31.41,26.55,,
2025-5-20,128940,한미약품,바이오/제약/신약개발,37600,286500,14955.0,2162.0,2162.0,16200.0,2350.0,,25.68,2.91,12.41,8.32,8.7,6.98,0.44,13.2
2025-5-20,214450,파마리서치,바이오/제약/신약개발,43562,439000,3501.0,1261.0,1261.0,4939.0,1888.0,,33.22,7.48,25.3,41.07,49.72,71.54,0.25,12.83
2025-5-20,086900,메디톡스,바이오/제약/신약개발,12341,167300,2286.0,203.0,203.0,2695.0,458.0,,34.41,2.14,7.81,17.89,125.62,126.71,0.66,50.21
2025-5-20,068270,셀트리온,바이오/제약/신약개발,341397,155400,35573.0,4920.0,4920.0,42928.0,11597.0,,37.78,1.71,5.16,20.68,135.71,118.26,0.46,38.45
2025-5-20,237690,에스티팜,바이오/제약/신약개발,15034,74400,2738.0,277.0,277.0,3242.0,432.0,,38.27,2.85,7.61,18.41,55.96,15.38,0.67,29.04
2025-5-20,053030,바이넥스,바이오/제약/신약개발,5641,16140,1301.0,-308.0,-308.0,1940.0,146.0,,38.34,3.03,7.95,49.12,-147.4,-138.92,,
2025-5-20,006280,녹십자,바이오/제약/신약개발,14689,125100,16799.0,321.0,321.0,18144.0,683.0,,53.08,1.13,2.19,8.01,112.77,-183.57,1.2,-66.7
2025-5-20,207940,삼성바이오로직스,바이오/제약/신약개발,712451,1031000,45473.0,13201.0,13201.0,56111.0,17143.0,,53.37,6.02,11.91,23.39,29.86,26.44,,
2025-5-20,196170,알테오젠,바이오/제약/신약개발,175952,322000,1029.0,254.0,254.0,2851.0,1895.0,,71.92,33.59,61.05,177.07,646.06,291.76,,
2025-5-20,000100,유한양행,바이오/제약/신약개발,86304,106400,20678.0,549.0,549.0,22768.0,1100.0,,74.67,3.6,5.41,10.11,100.36,111.59,0.47,57.54
2025-5-20,039200,오스코텍,바이오/제약/신약개발,10460,26550,340.0,-27.0,-27.0,570.0,160.0,,78.09,9.15,10.89,67.65,-692.59,-975.0,,
2025-5-20,141080,리가켐바이오,바이오/제약/신약개발,37305,108100,1259.0,-209.0,-209.0,1802.0,40.0,,122.56,5.87,5.11,43.13,-119.14,314.1,,
2025-5-20,009420,한올바이오파마,바이오/제약/신약개발,13948,25500,1389.0,2.0,2.0,1536.0,41.0,,229.73,7.01,3.35,10.58,1950.0,-422.22,,
2025-5-20,131970,두산테스나,반도체,4918,23350,3731.0,379.0,379.0,3133.0,171.0,,46.89,1.02,2.2,-16.03,-54.88,-73.91,0.69,8.41
2025-5-20,104830,원익머트리얼즈,반도체 소재,2609,20850,3107.0,519.0,519.0,3384.0,600.0,,6.19,0.51,8.51,8.92,15.61,33.65,1.68,13.87
2025-5-20,074600,원익QnC,반도체 소재,4671,16910,8915.0,906.0,906.0,9417.0,877.0,,10.02,0.88,9.15,5.63,-3.2,-14.15,0.59,5.17
2025-5-20,089010,켐트로닉스,반도체 소재,3526,21500,5752.0,373.0,373.0,6644.0,424.0,,15.35,1.64,11.08,15.51,13.67,20.09,0.93,16.27
2025-5-20,166090,하나머티리얼즈,반도체 소재,6279,29400,2516.0,434.0,434.0,2593.0,498.0,,16.54,1.37,9.11,3.06,14.75,10.69,0.85,15.57
2025-5-20,281740,레이크머티리얼즈,반도체 소재,8512,11990,1387.0,222.0,222.0,1706.0,336.0,,28.48,5.07,19.37,23.0,51.35,34.29,0.42,15.77
2025-5-20,039440,에스티아이,반도체 장비,3498,20800,3340.0,273.0,273.0,5097.0,607.0,,6.3,1.03,18.49,52.6,122.34,92.99,0.96,11.67
2025-5-20,031980,피에스케이홀딩스,반도체 장비,7665,32000,2155.0,885.0,885.0,2224.0,816.0,,7.32,1.34,19.94,3.2,-7.8,-1.57,2.19,15.75
2025-5-20,036200,유니셈,반도체 장비,1931,5980,2182.0,100.0,100.0,2562.0,249.0,,7.51,0.72,10.21,17.42,149.0,57.42,1.34,15.78
2025-5-20,183300,코미코,반도체 장비,6349,56000,5071.0,1125.0,1125.0,5704.0,1279.0,,8.88,1.74,22.29,12.48,13.69,19.02,1.79,18.73
2025-5-20,095610,테스,반도체 장비,4457,22000,2401.0,385.0,385.0,3032.0,541.0,,8.89,1.06,14.31,26.28,40.52,14.52,2.73,27.8
2025-5-20,084370,유진테크,반도체 장비,7768,31950,3381.0,612.0,612.0,4482.0,879.0,,9.79,1.49,16.87,32.56,43.63,16.21,0.72,8.33
2025-5-20,003160,디아이,반도체 장비,4411,15160,2140.0,31.0,31.0,4400.0,524.0,,9.91,2.14,24.92,105.61,1590.32,1771.43,0.66,256.41
2025-5-20,131290,티에스이,반도체 장비,5032,40100,3481.0,399.0,399.0,3928.0,487.0,,10.39,1.14,11.81,12.84,22.06,-4.22,1.0,10.42
2025-5-20,053610,프로텍,반도체 장비,2667,22950,1703.0,134.0,134.0,1757.0,244.0,,11.88,0.72,6.83,3.17,82.09,59.84,1.74,20.29
2025-5-20,036930,주성엔지니어링,반도체 장비,16945,33150,4094.0,972.0,972.0,4113.0,1098.0,,14.94,2.25,17.28,0.46,12.96,-1.69,0.87,12.84
2025-5-20,240810,원익IPS,반도체 장비,11240,22200,7482.0,106.0,106.0,8876.0,729.0,,16.6,1.14,7.15,18.63,587.74,217.39,0.23,11.82
2025-5-20,089030,테크윙,반도체 장비,13932,35350,1855.0,234.0,234.0,4635.0,1105.0,,17.15,4.63,33.35,149.87,372.22,-452.27,0.37,-23.26
2025-5-20,095340,ISC,반도체 장비,11573,50300,1745.0,448.0,448.0,2108.0,525.0,,19.27,1.84,10.21,20.8,17.19,0.91,1.61,31.41
2025-5-20,232140,와이씨,반도체 장비,8385,9790,2112.0,106.0,106.0,3210.0,390.0,,20.06,2.2,11.59,51.99,267.92,241.09,,
2025-5-20,042700,한미반도체,반도체 장비,79803,85800,5589.0,2554.0,2554.0,8332.0,4229.0,,23.25,8.08,50.32,49.08,65.58,133.68,0.84,45.77
